[00:00:31] 嗯。
[00:53:07] 后来呢，
[00:53:08] 我又问背都没背，
[00:53:09] 都说汪汪汪，
[00:53:10] 所以我很害怕。
[00:53:11] 所以呢，
[00:53:12] 我更不期待你，
[00:53:13] 让你们再去做研发准备，
[00:53:15] 名言警句，
[00:53:16] 各位，
[00:53:17] 如果你把这七句名言警句背下来了。
[00:53:20] 不管今年国考，
[00:53:21] 省考，
[00:53:22] 只要他敢考，
[00:53:23] 和法律有关的，
[00:53:24] 大家开头结尾分论点上来，
[00:53:26] 第一句就随便选一句，
[00:53:28] 行不行？
[00:53:28] 比如说就是如果今年考试的时候真的就是考了一个轻车壮马的指法。
[00:53:35] 或者考了一个阳光执法。
[00:53:38] 或者考了一个智慧执法，
[00:53:40] 还有什么执法？
[00:53:42] 哪位同学可以告诉我？
[00:53:44] 或者考了一个智慧执法，
[00:53:46] 还有考了一个创新执法。
[00:53:48] 还有考了一个公正执法。
[00:53:52] 还有考了一个严格执法，
[00:53:53] 我不管你考什么，
[00:53:55] 我问大家一下，
[00:53:56] 我们开头还有考了一个柔性执法。
[00:54:00] 还有考什么？
[00:54:01] 还有考一个刚性执法，
[00:54:03] 我不管你今年命题人，
[00:54:05] 他怎么设计上来开头第一段第一句话我就直接写。
[00:54:09] 韩非子有云风法者，
[00:54:11] 强则国强。
[00:54:11] 风法者，
[00:54:12] 弱则国弱。
[00:54:13] 行不各位，
[00:54:14] 这是根本的东西。
[00:54:15] 当然可以啊，
[00:54:16] 白白加一分。
[00:54:17] 有的同学说，
[00:54:18] 老师那好意思吗？
[00:54:19] 反正你不写，
[00:54:20] 我写好。
[00:54:21] 好吧，
[00:54:21] 咱一分在国考的时候就是2000人好了，
[00:54:24] 那如果今年国考它考的是一个严格执法呢，
[00:54:27] 那我在结尾的时候我就直接来一个，
[00:54:29] 那么哎，
[00:54:30] 王安石又欲立善法于天下，
[00:54:32] 则天下治立善法于一国，
[00:54:34] 则一国制。
[00:54:34] 行不行？
[00:54:35] 然后呢？
[00:54:35] 呃，
[00:54:36] 分论点呢？
[00:54:36] 我就直接写法者，
[00:54:38] 天下之极也，
[00:54:38] 所以决一而明是非也。
[00:54:40] 分论点二呢？
[00:54:41] 我就直接写国有常法，
[00:54:43] 随地不乱。
[00:54:43] 分论点三呢，
[00:54:44] 我就直接写法者，
[00:54:46] 支持多议。
[00:54:46] 各位，
[00:54:47] 你不写就算你不写，
[00:54:48] 我写你如果是相对来讲，
[00:54:50] 公安院校的警校的同学参加公安联考的，
[00:54:53] 基本上来讲你提前把它准备，
[00:54:56] 不可能猜不中。
[00:54:57] 还有一个，
[00:54:58] 你是什么江苏省考江西省？
[00:55:00] 还有四川省考各位什么让法制根治人民群众？
[00:55:04] 哎呀，
[00:55:04] 这些都是可以直接用的，
[00:55:06] 大家觉得可以过吗？
[00:55:08] 各位同学，
[00:55:09] 有的同学说老师，
[00:55:10] 那我问你一下，
[00:55:11] 万一我给你准备，
[00:55:13] 万一我们都背这七句呢？
[00:55:14] 各位，
[00:55:15] 你看这就是东哥的一个悖论，
[00:55:17] 人家其他老师吧，
[00:55:18] 不准备，
[00:55:19] 然后呢，
[00:55:19] 你们也不会写。
[00:55:20] 结果呢哎，
[00:55:21] 就说其他老师教的是个性，
[00:55:23] 咱给你辛辛苦苦准备好了，
[00:55:25] 结果呢，
[00:55:25] 就是咱给你准备的模板，
[00:55:27] 这个世界上有时候好人和坏人真的是也分不清。
[00:55:30] 是吧，
[00:55:31] 咱贱不拉几的就给你准备好了，
[00:55:33] 你也不背，
[00:55:33] 然后呢，
[00:55:34] 结果还没开始背，
[00:55:35] 然后就说万一其他人背了也怎么办？
[00:55:38] 各位，
[00:55:38] 如果你担心这个的话，
[00:55:39] 应该怎么办？
[00:55:40] 各位，
[00:55:41] 你们永远学申论大指纹的时候，
[00:55:43] 有两个左膀右臂，
[00:55:45] 你们有一个哥哥叫豆包，
[00:55:47] 还有一个弟弟。
[00:55:48] 叫deep seek，
[00:55:49] 大家同意吗？
[00:55:50] 还有一个弟弟叫deep seek，
[00:55:52] 让他俩帮你再搞一点名言警句过来行不行？
[00:55:56] 同学们。
[00:55:57] 另外一个，
[00:55:58] 我们这个大指纹打卡十次，
[00:56:00] 我会给你总结十大热点，
[00:56:02] 全部免费送给你，
[00:56:03] 到时候你把这个名言警句我给你准备了，
[00:56:07] 大约200个到300个足够你用了。
[00:56:09] 好吗？
[00:56:10] 同学们，
[00:56:10] 200个到300个啊，
[00:56:12] 这些名言警句呢，
[00:56:13] 我建议大家是执法类的，
[00:56:15] 你至少把这七句先把它背下来，
[00:56:17] 背下来之后呢，
[00:56:18] 你腹有诗书气自华，
[00:56:20] 你先别管别人背不背好吧？
[00:56:22] 好了，
[00:56:22] 接着我们带着大家写一下这个分论点，
[00:56:26] 大家看拿到这个分论点的话，
[00:56:29] 论证你们觉得。
[00:56:31] 拿到这个，
[00:56:32] 如果你们的脑子像这个PPT一样空白，
[00:56:35] 我们应该怎么做？
[00:56:36] 第一步要写什么？
[00:56:38] 第一步我要写名言警句，
[00:56:40] 第二步要写什么？
[00:56:42] 第二步，
[00:56:42] 要写影响。
[00:56:43] 第三步，
[00:56:44] 写什么？
[00:56:44] 第三步，
[00:56:45] 写对策。
[00:56:46] 还有一个例子，
[00:56:47] 第四步，
[00:56:48] 写什么？
[00:56:48] 第四步，
[00:56:49] 写分论点的一个回扣。
[00:56:51] 大家看这个名言警句，
[00:56:53] 如果我用刚才的名言警句，
[00:56:55] 你觉得可以不？
[00:56:56] 当然是可以的，
[00:56:57] 但是如果我想不起来，
[00:56:59] 不写也没有问题。
[00:57:00] 然后如果不写名言警句，
[00:57:02] 我又不想写影响的话，
[00:57:04] 这个时候我应该怎么办？
[00:57:06] 我能不能在这个地方加一个问题？
[00:57:09] 或者加一个背景，
[00:57:10] 大家觉得可以不加一个问题，
[00:57:13] 或者加一个背景，
[00:57:14] 那么有的同学说老师我不知道这个问题怎么写？
[00:57:18] 请问这个问题一般来源于什么方面？
[00:57:21] 哪位同学可以告诉我这个问题？
[00:57:24] 你可以从材料当中找。
[00:57:26] 如果不从材料当中找的话，
[00:57:29] 还可以怎么把这个问题搞出来？
[00:57:32] 你可以根据分论点当中的对策。
[00:57:35] 进行一个反推。
[00:57:37] 根据分论点当中的对策，
[00:57:39] 进行一个反推，
[00:57:41] 怎么进行一个反推呢？
[00:57:43] 同学们告诉我，
[00:57:44] 你会发现就是理清职责。
[00:57:47] 理清职责啊，
[00:57:48] 还有一个什么数字赋能我们，
[00:57:50] 首先还是把这个理清职责给老师想出来。
[00:57:54] 你会发现，
[00:57:55] 为什么要履行职责，
[00:57:57] 那么就是代表我们曾经我们基层执法的过程当中，
[00:58:01] 他会。
[00:58:02] 它会存在什么？
[00:58:04] 它会存在哪几个词？
[00:58:07] 比如说职责。
[00:58:10] 边界。
[00:58:12] 既然你需要理清，
[00:58:13] 大家觉得理清对应的那个反义词叫什么？
[00:58:17] 是不是就是指的一个模糊啊？
[00:58:19] 这个是没有问题吧？
[00:58:21] 模糊吧好，
[00:58:22] 那么我问大家一下，
[00:58:24] 就是前面你如果再能够想一个词的话，
[00:58:27] 为什么会边界模糊就代表可能不只是你一个部门执法，
[00:58:32] 还有其他部门执法？
[00:58:34] 这个是代表什么？
[00:58:36] 有一个词，
[00:58:38] 九龙治水的。
[00:58:40] 乱象，
[00:58:40] 大家把九龙治水给老师敲在评论区。
[00:58:43] 九龙治水呢？
[00:58:44] 它这个成语呢？
[00:58:46] 指的是龙有九个儿子，
[00:58:47] 九个儿子都管。
[00:58:49] 下雨的话，
[00:58:49] 最后还就管不了，
[00:58:51] 还就把他管乱了。
[00:58:52] 啊，
[00:58:53] 要么一起下，
[00:58:54] 要么呢都不下，
[00:58:55] 这就比较麻烦好吧，
[00:58:57] 然后我问大家下，
[00:58:58] 如果你现在职责边界不清。
[00:59:01] 就说我这个部门干的事情和你那个部门干的事情就是分不清的话，
[00:59:06] 容易还导致什么问题，
[00:59:07] 想几个关键词。
[00:59:08] 比如说就有可能重复执法吧，
[00:59:11] 就是这个企业的话呢，
[00:59:13] 同样一件事情，
[00:59:14] 你去罚了他一次，
[00:59:16] 我又去罚了他一次，
[00:59:17] 还有一个。
[00:59:18] 大家学一下这些基础的名词，
[00:59:21] 还有一个就是交叉执法吧。
[00:59:23] 交叉指法吧好了，
[00:59:24] 有的同学说老师重复指法和交叉指法，
[00:59:28] 它有什么区别？
[00:59:29] 你看这是一个圆圈，
[00:59:31] 如果我在这个圆圈之上再隔一个圆圈。
[00:59:34] 它就是重复执法，
[00:59:35] 这是一个圆圈，
[00:59:36] 这是一个圆圈，
[00:59:37] 如果说我们这个交叉的部分，
[00:59:39] 就叫交叉执法，
[00:59:40] 它就是这样一个含义。
[00:59:41] 那么，
[00:59:42] 请问大家一下，
[00:59:43] 这样的一个问题，
[00:59:44] 它会有什么样的影响？
[00:59:46] 我写影响的时候不会写了，
[00:59:48] 那你当然可以直接用我们给你说的那个，
[00:59:51] 但是。
[00:59:52] 有没有同学可以写一个个性化的这个影响，
[00:59:56] 你要想到这种问题，
[00:59:58] 它对谁有影响，
[00:59:59] 对谁有危害？
[01:00:01] 第一个对于我们执法机关有没有不好的地方有吧，
[01:00:05] 它对于我们执法机关会导致我们执法的成本增加吧。
[01:00:09] 第二个，
[01:00:10] 它对于我们群众和企业有没有相应的影响呢？
[01:00:14] 对于我们群众和企业也是有影响的吧？
[01:00:17] 它就会给群众和企业带来一定的困扰吧？
[01:00:21] 你会发现没毛病。
[01:00:22] 好了好了，
[01:00:23] 我们这句话也就出来了，
[01:00:25] 大家看层几何时，
[01:00:26] 基层执法存在这种形象，
[01:00:28] 存在这种问题，
[01:00:29] 然后呢，
[01:00:30] 我们把这几个词就套进去。
[01:00:32] 然后这几个词对于我们执法工作有什么危害？
[01:00:36] 对于我们群众和企业有什么危害？
[01:00:38] 主体分析法从这个地方到这个地方。
[01:00:41] 你们能觉得可以过吗？
[01:00:43] 这个地方也就把它出来了，
[01:00:45] 下面我没有画了。
[01:00:47] 请问大家一下，
[01:00:48] 没有花脑，
[01:00:49] 我就想到袁东老师跟我说举例子。
[01:00:52] 请问大家一下，
[01:00:54] 这个题目的例子首先要来自于材料吧？
[01:00:58] 材料当中，
[01:00:59] 我问大家一下，
[01:01:00] 应该怎么改写？
[01:01:02] 是不是就是主体啊？
[01:01:04] 是不是就是对策呀？
[01:01:06] 是不是就是影响啊，
[01:01:07] 材料当中的例子是指的什么方面？
[01:01:10] 是不是是指的一个基层治理情况？
[01:01:14] 但是题干当中要求的是是不是指的我们？
[01:01:17] 执法工作的借鉴，
[01:01:19] 所以我们举例子的时候可以先说材料当中它是怎么干的，
[01:01:25] 然后再。
[01:01:26] 推出来我们执法工作，
[01:01:28] 他应该怎么干？
[01:01:29] 它本质上又变成了一个启示类的题目，
[01:01:33] 现在清晰了吧？
[01:01:34] 同学们，
[01:01:35] 清晰了吧？
[01:01:35] 好了，
[01:01:36] 我再给大家来看一下，
[01:01:37] 那么我们带着大家可以改写一下这个例子。
[01:01:41] 大家看在这个例子当中，
[01:01:44] 首先一定要记住了，
[01:01:46] 它是要让你找关于轻车的例子。
[01:01:50] 那么，
[01:01:50] 关于清澈的例子，
[01:01:52] 我们记住了。
[01:01:53] 袁东老师说，
[01:01:55] 主体袁东老师说，
[01:01:56] 对策袁东老师说影响。
[01:01:59] 各位，
[01:01:59] 请问大家一下对策是指什么？
[01:02:03] 哪位同学可以告诉我对策主体是指什么？
[01:02:07] 对策主体是指的一个f市。
[01:02:10] 所以我就写一个f市，
[01:02:12] 那这一篇材料全部都和停车有关，
[01:02:15] 我只取一瓢也就可以了f市干了什么对策？
[01:02:19] 哪位同学可以告诉我，
[01:02:21] 你可以从这个地方选啊，
[01:02:22] 但是我觉得这个地方他说的太宏观了，
[01:02:25] 他可以写在开头，
[01:02:26] 我这个时候就不选它了。
[01:02:28] 这个时候我就选择后面的。
[01:02:31] 梳理村社职责，
[01:02:33] 大家觉得可以不？
[01:02:35] 大家一起写f市。
[01:02:37] 通过。
[01:02:40] 梳理。
[01:02:45] 村社。
[01:02:48] 职责一起把它搞定。
[01:02:51] 好了哈，
[01:02:52] 通过梳理村社职责，
[01:02:54] 然后请问大家一下还有什么东西，
[01:02:57] 你们能不能告诉我？
[01:02:59] 哎，
[01:02:59] 他梳理了个村社的职责，
[01:03:01] 我下面不想直接摘抄了，
[01:03:04] 有没有同学能够告诉我？
[01:03:06] 通过梳理村社职责，
[01:03:08] 还有什么大家看哪些制度能上墙，
[01:03:12] 那么我就再写一个叫。
[01:03:15] 精简。
[01:03:17] 哪些制度能上墙，
[01:03:19] 不就是代表我们原来有的能上墙的，
[01:03:22] 我们现在就不让它上墙了，
[01:03:24] 我们把它改写成一个精简。
[01:03:26] 上墙事项你不用全抄，
[01:03:28] 也不用面面俱到，
[01:03:30] 有这个意思也就可以了。
[01:03:32] 然后它最终产生了一个什么样的一个结果，
[01:03:36] 哪位同学可以告诉我这个结果，
[01:03:39] 我们刚才给大家有一句话。
[01:03:42] 这句话叫破解小马拉大车的难题。
[01:03:46] 破解。
[01:03:49] 小马。
[01:03:50] 拉大车。
[01:03:53] 难题就是在你们材料当中的第六段，
[01:03:56] 有这样的一句话也就可以了好了，
[01:03:59] 那这个例子写完了之后，
[01:04:01] 我们就把它放在这个地方。
[01:04:03] 大家来看一下。
[01:04:04] 稍等啊，
[01:04:05] 大家来看一下，
[01:04:06] 这是一个主体，
[01:04:07] 这是一个对策，
[01:04:08] 这是一个对策，
[01:04:09] 这是一个影响到这，
[01:04:11] 大家能够看懂吗？
[01:04:12] 大家能够看懂吗？
[01:04:14] 这就是我们的材料当中说的题干，
[01:04:17] 当中说的基层治理，
[01:04:19] 当中减负的一个。
[01:04:21] 具体的做法。
[01:04:22] 好了，
[01:04:23] 但是题干当中要求的不是基层治理题干呢，
[01:04:27] 要求的是执法工作能够从这里边。
[01:04:31] 谢谢什么？
[01:04:32] 各位大家想想，
[01:04:34] 执法工作要想轻车的话。
[01:04:37] 应该怎么办？
[01:04:39] 哪位同学可以告诉我执法工作要想清车的话，
[01:04:43] 人家基层治理能够把职责梳理清楚，
[01:04:46] 能够精简我们的事项，
[01:04:48] 那执法工作。
[01:04:49] 要不要明确你的权限，
[01:04:51] 要不要划定责任的清单，
[01:04:54] 要不要那么有这样一个影响？
[01:04:57] 另外一个，
[01:04:57] 除了执法理清职责，
[01:04:59] 请问大家一下，
[01:05:00] 执法工作要不要和数字赋能直接关联？
[01:05:03] 当然要，
[01:05:04] 所以加一个同时。
[01:05:05] 那么，
[01:05:06] 执法工作也需要进行数字化，
[01:05:09] 也就是反过来说，
[01:05:10] 数字化对执法工作也有什么影响？
[01:05:13] 然后接着来讲的话，
[01:05:15] 没有话了，
[01:05:16] 没有话，
[01:05:17] 请问大家一下，
[01:05:18] 这句话是我自己想的还是怎么来的？
[01:05:21] 哪位同学可以告诉我？
[01:05:23] 这句话是我自己想的，
[01:05:25] 还是怎么来的？
[01:05:26] 这句话你会发现依然是从材料当中直接找出来的是吧？
[01:05:31] 这句话就是和数字赋能f市有关的例子，
[01:05:35] 我们来看一下。
[01:05:36] 应该怎么把它找出来？
[01:05:38] 好，
[01:05:38] 大家看这句话和数字赋能是完全相关的啊，
[01:05:43] 依靠数字化在这个地方，
[01:05:45] 它是一个规范的表述，
[01:05:47] 但是紧接着从这。
[01:05:49] 到这，
[01:05:50] 他就说了一个，
[01:05:51] 他就说了一个什么，
[01:05:52] 他就说了一个例子，
[01:05:54] 这个例子当中最重要的两个词，
[01:05:56] 大家觉得是哪两个词？
[01:05:58] 这个例子当中最重要的两个词，
[01:06:00] 大家认真的看一下，
[01:06:02] 它是两个词，
[01:06:03] 是一个搞了一个模块，
[01:06:05] 这个例子当中最重要的第二个词是叫减负码。
[01:06:08] 所以我要把这个例子改写一下，
[01:06:12] 怎么改写就是主体就是对策就是影响。
[01:06:16] 好了，
[01:06:16] 主体是指谁？
[01:06:17] 哪位同学可以告诉我主体？
[01:06:20] 你会发现它还是指的f市？
[01:06:24] 那么对策，
[01:06:25] 请问大家一下，
[01:06:26] 它指的是什么对策？
[01:06:29] 就指的是事务准入模块。
[01:06:32] 的事物。
[01:06:36] 准入。
[01:06:38] 模块OK与模块。
[01:06:44] 还有一个鱼。
[01:06:47] 减负码。
[01:06:50] 最后，
[01:06:50] 它有什么影响？
[01:06:52] 各位最后，
[01:06:53] 它的影响提供了有益借鉴。
[01:06:57] 提供了。
[01:06:59] 有意。
[01:07:02] 切记一起把它搞定。
[01:07:05] 提供了有益的借鉴。
[01:07:07] 好吧，
[01:07:07] 这个就是我们的基层治理的一个影响。
[01:07:11] 基层治理的影响，
[01:07:13] 那么这个基层治理的影响，
[01:07:15] 接着我们这是基层治理的影响，
[01:07:18] 我们要从这个基层治理当中。
[01:07:20] 提炼出或者是类比推理出对于我们执法工作应该怎么干？
[01:07:26] 我就问大家一下。
[01:07:28] 就是人家基层治理的过程当中，
[01:07:30] 人家弄一个准入的模块，
[01:07:32] 你符合这个条件，
[01:07:34] 你才能够通过这个平台啊，
[01:07:36] 就是给我们提交，
[01:07:37] 我们才给你受理。
[01:07:38] 人家还专门搞了一个减负码，
[01:07:41] 可以实时的反馈，
[01:07:43] 那我们工作人员应该怎么办？
[01:07:45] 你这个准入它不就是指的？
[01:07:48] 审批嘛，
[01:07:48] 它不就是指的监管吗？
[01:07:51] 它不就是指的处罚吗？
[01:07:53] 是吧？
[01:07:54] 它不就是指的啊，
[01:07:56] 审批监管和处罚吗？
[01:07:58] 还有你这个减负码反馈的话啊，
[01:08:00] 其实也非常简单，
[01:08:01] 你这个减负码的话呢，
[01:08:03] 反馈也就是可以对我们这些问题可以进行及时的交流，
[01:08:08] 这个大家写也行，
[01:08:09] 不写也行。
[01:08:10] 但是，
[01:08:10] 事物准入模块这个太好写了，
[01:08:12] 我就可以简单的把它推出来了，
[01:08:15] 大家来看一下，
[01:08:16] 这个时候你只要想到关键词也就行了。
[01:08:18] 各位事务准入没用。
[01:08:22] 大家来看一下。
[01:08:24] 就是这句话，
[01:08:25] 首先知道是怎么来的吧，
[01:08:28] 这是一个主体，
[01:08:29] 这是一个对策，
[01:08:30] 这是一个对策。
[01:08:32] 然后后面我们基层治理用这种做法，
[01:08:35] 然后那我们执法工作准入模块和减负码有什么启示呢？
[01:08:41] 执法工作。
[01:08:42] 要不要有一个执法智慧的平台？
[01:08:45] 我我们这里面准入的时候可以审批，
[01:08:47] 可以申请，
[01:08:48] 可以审批啊，
[01:08:49] 可以进行一个处罚，
[01:08:51] 那我们执法工作能不能审批？
[01:08:53] 能不能监管？
[01:08:54] 能不能处罚呢？
[01:08:55] 我们能不能就是不要把我们执法工作搞成交付交叉执法，
[01:09:00] 重复执法呢？
[01:09:01] 一次采集多方复用呢？
[01:09:04] 呃，
[01:09:04] 通过一键报表，
[01:09:05] 线上备案，
[01:09:05] 减少材料，
[01:09:06] 有重复劳动的都是可以的。
[01:09:08] 最后对执法人员有什么好处，
[01:09:10] 大家现在能听懂吗？
[01:09:12] 各位，
[01:09:12] 这一个词。
[01:09:14] 是从我们材料的倒数第二段想出来的，
[01:09:17] 但是如果大家这个词不和我一样的话，
[01:09:21] 考试的时候你的答案就是这个地方没有这句话，
[01:09:25] 可不可以？
[01:09:26] 没有问题，
[01:09:27] 如果你在考试的时候，
[01:09:29] 这句话和我不一样，
[01:09:30] 可以不？
[01:09:31] 我这句话我就想着反正是要和数字赋能有关系，
[01:09:35] 我想不出来太好的。
[01:09:37] 我就我问大家一下，
[01:09:39] 能不能写借助科技赋能？
[01:09:42] 大家觉得可以不借助科技赋能。
[01:09:46] 你们觉得可以不完全是没有问题的这些词呢，
[01:09:50] 大家能够想两个词到三个词足够写了这一篇就是800字到1000字是完全没有问题的。
[01:09:57] 好吧，
[01:09:58] 好。
[01:09:59] 带带着大家往下走。
[01:10:02] 大家来看一下这个第二个分论点应该怎么写？
[01:10:06] 我们就是同样的逻辑了，
[01:10:08] 第二个分论点预撞马需要以整合资源，
[01:10:11] 专业培训为基，
[01:10:12] 为执法队伍赋能增进。
[01:10:14] 请问大家下，
[01:10:15] 我们这个时候应该怎么把它搞定？
[01:10:18] 首先我们要写名言警句，
[01:10:20] 第二个我们要写影响。
[01:10:22] 第三个，
[01:10:22] 我们要写对策或者是例子。
[01:10:25] 第四个，
[01:10:26] 我们要写什么？
[01:10:28] 第四个，
[01:10:29] 我们要写回扣，
[01:10:30] 我们的分论点。
[01:10:32] 这个名言警句我想不出来，
[01:10:34] 可以不写，
[01:10:35] 我背了那个万能的，
[01:10:36] 就把它写上去，
[01:10:37] 但是我要想写影响的话。
[01:10:39] 大家觉得这个影响我要写哪个词对谁有影响，
[01:10:44] 你们觉得应该写哪个词，
[01:10:47] 我是不是要写的一个预撞码？
[01:10:50] 预撞码对谁有影响？
[01:10:52] 哪位同学能够想出来预撞码的话？
[01:10:56] 对于我们执法机关是不是有影响？
[01:11:00] 它有利于提升我们执法机关的执法。
[01:11:04] 效能这不一句话就出来了吗？
[01:11:06] 剩下的你就是造句也就可以了，
[01:11:09] 那我就给大家直接写成了这样一个句子，
[01:11:12] 大家看看行不行？
[01:11:13] 哎，
[01:11:14] 预撞马。
[01:11:15] 它能够提升我们执法机关的效执法效能。
[01:11:19] 可以啊，
[01:11:20] 但是你这样写的话呢，
[01:11:21] 你可以把它调一下顺序。
[01:11:24] 这样你就和别人又不会重复了，
[01:11:26] 你就写执法效能的提升，
[01:11:29] 离不开预壮马也是可以的，
[01:11:31] 还有执法需效能的提升。
[01:11:33] 需要预撞码，
[01:11:34] 那么把预撞码变成强兵进旅也是没有问题的。
[01:11:38] 当然，
[01:11:39] 中间加一句废废话，
[01:11:40] 就是加一个。
[01:11:41] 驾轻车也是没有问题的，
[01:11:43] 大家觉得可以过的话，
[01:11:45] 给老师打个过好吧，
[01:11:46] 大家觉得可以过的话，
[01:11:47] 就给老师打个过。
[01:11:49] 这你看你这样不就把预撞码给老师直接写出来了吗？
[01:11:54] 请问大家下我们在。
[01:11:56] 考试的过程当中就是预撞码，
[01:11:58] 一共说了几个对策，
[01:12:00] 预撞码刚才给大家找了，
[01:12:02] 第一个是整合资源，
[01:12:04] 第二个是进行一个培训。
[01:12:06] 那你就把材料当中的这两个对策给我写进去不就可以了吗？
[01:12:11] 你就把这两个对策写进去不就可以了吗？
[01:12:15] 大家来看一下。
[01:12:16] 这两个对策就是这个是一个主体，
[01:12:19] 然后呢？
[01:12:20] 这个是一个对策，
[01:12:21] 这个是一个对策。
[01:12:23] 然后呢？
[01:12:23] 这个是一个主体，
[01:12:25] 这个是一个对策，
[01:12:26] 现在大家听明白了吗？
[01:12:28] 这两个都是材料当中的原词原句，
[01:12:31] 我再给大家来看一下啊。
[01:12:33] 我再来给大家看一下，
[01:12:35] 就是大家看多网合一，
[01:12:37] 一网多能啊，
[01:12:38] 这个就是我们的一个对策，
[01:12:40] 我还是给大家写一下吧，
[01:12:42] 不太放心。
[01:12:43] 这个主体这个对策，
[01:12:45] 还有这个影响。
[01:12:46] 这个主体指的是谁？
[01:12:48] 哪位同学可以告诉我这个主体是指的f市？
[01:12:52] 是指的f市，
[01:12:53] 我们就指的f市，
[01:12:55] 这个对策他们干了什么事情，
[01:12:57] 他们多网合一，
[01:12:59] 一网多能，
[01:12:59] 我们把按照不要直接摘抄，
[01:13:02] 可以换一个动词。
[01:13:04] 我就直接把它写成通过。
[01:13:06] 通过。
[01:13:08] 多瓦。
[01:13:10] 合一。
[01:13:12] 整合。
[01:13:16] 整合什么？
[01:13:17] 整合网格资源，
[01:13:20] 我就直接选词组合。
[01:13:23] 整合。
[01:13:25] 网格。
[01:13:27] 资源整合，
[01:13:28] 网格整合，
[01:13:30] 网格资源，
[01:13:31] 然后呢？
[01:13:33] 还有什么？
[01:13:34] 大家随便可以再想一个，
[01:13:36] 除了整合网格资源，
[01:13:38] 还有什么？
[01:13:39] 大家来想一下啊，
[01:13:40] 你可以写这个，
[01:13:41] 就是实现一网土重多元聚集，
[01:13:44] 或者直接写为基层治理添加动力，
[01:13:47] 因为这个题目字数要求比较少。
[01:13:50] 我就直接写最后一句为基层。
[01:13:54] 治理。
[01:13:56] 添加。
[01:13:58] 动力哎，
[01:13:59] 你写到这也就可以了，
[01:14:01] 大家看这是材料当中的，
[01:14:03] 它是关于我们基层治理的对策，
[01:14:05] 我们想把这个基层治理的对策。
[01:14:08] 要反过来写成什么？
[01:14:09] 哪位同学可以告诉我，
[01:14:11] 我们把这个基层治理要反过来写成对于我们。
[01:14:16] 执法的启示。
[01:14:18] 你觉得我们执法应该怎么办？
[01:14:20] 大家来想一下，
[01:14:22] 你这里面最重要的要谈的是一个整合这个词。
[01:14:26] 那么，
[01:14:26] 对于我们执法工作来讲的话，
[01:14:30] 我们应该怎么主体还是执法？
[01:14:33] 执法工作，
[01:14:34] 我们执法执法机关吧，
[01:14:36] 执法机关的执法工作，
[01:14:38] 我们之后应该怎么做？
[01:14:40] 哪位同学可以告诉我，
[01:14:42] 你就想几个关键词，
[01:14:43] 不用想的跟我一样，
[01:14:45] 答案不是唯一的，
[01:14:46] 因为启示这种题目，
[01:14:47] 它不是那个其他的小题，
[01:14:49] 大家想想就是别人能够整合网格资源。
[01:14:52] 那对于我们执法工作，
[01:14:54] 我们能够执法，
[01:14:55] 我们能够整合什么资源？
[01:14:58] 是不是我们可以打破？
[01:15:00] 我们的部门的壁垒啊。
[01:15:03] 那么，
[01:15:04] 是不是我们可以就是进行一个执法资源的？
[01:15:09] 正好。
[01:15:12] 那么，
[01:15:12] 是不是我们就可以进行一个联合执法？
[01:15:16] 大家觉得没毛病吧？
[01:15:18] 另外一个，
[01:15:19] 它最终会产生什么影响？
[01:15:22] 你在前面，
[01:15:23] 你能够为基层治理添加动力，
[01:15:26] 那我们把就是这些东西。
[01:15:29] 指法全部都指了，
[01:15:31] 请问可不可以用这个词？
[01:15:34] 我前面选了为基层治理添加动力，
[01:15:37] 但是我们如果执法的话，
[01:15:39] 能够打破壁垒，
[01:15:41] 能够实现各部门的联合，
[01:15:43] 能够整合司法资源，
[01:15:44] 我们最终。
[01:15:45] 能不能实现一网统筹，
[01:15:47] 我直接用材料当中的原词可以吗？
[01:15:51] 能不能实现多元？
[01:15:52] 聚集你会发现完全没有问题啊，
[01:15:55] 所以我就把这两个写到一起，
[01:15:57] 你如果不会，
[01:15:58] 你就写为执法工作提质增效也是可以的。
[01:16:02] 好了，
[01:16:02] 大家看。
[01:16:04] 主体对策。
[01:16:08] 对策，
[01:16:09] 这是指的基层治理的。
[01:16:13] 这个是。
[01:16:15] 对策对策。
[01:16:18] 对策，
[01:16:19] 这是指的一个影响，
[01:16:21] 能够看懂吗？
[01:16:23] 然后后面还有要进行培训，
[01:16:26] 这个培训呢，
[01:16:27] 我们就是主体。
[01:16:29] 对策。
[01:16:31] 那么，
[01:16:31] 我问大家一下，
[01:16:33] 这个培训是指的基层治理的培训，
[01:16:37] 然后我们执法队伍需要培训吗？
[01:16:40] 执法队伍，
[01:16:41] 这是一个主体，
[01:16:42] 这是一个培训，
[01:16:43] 然后呢，
[01:16:44] 除了你参加培训之外，
[01:16:46] 你你像我还给你准备了一个批改，
[01:16:49] 你要不要考核？
[01:16:50] 是吧，
[01:16:51] 最终呢，
[01:16:51] 我希望你能够上岸，
[01:16:53] 最终呢，
[01:16:53] 我们希望你能够政治过硬，
[01:16:55] 业务精通，
[01:16:56] 作风优良，
[01:16:57] 然后呢，
[01:16:57] 让你呢，
[01:16:58] 能够精准执法，
[01:16:59] 柔性服务，
[01:17:00] 形成执法公信力。
[01:17:01] 大家觉得可以的话，
[01:17:03] 给老师打个过，
