[00:00:00] 给大家。
[00:48:41] 接着我问大家一下，
[00:48:43] 要还想再写一下的话，
[00:48:45] 应该怎么写？
[00:48:46] 应该怎么写？
[00:48:47] 你会发现这个3200预期也是一个结果，
[00:48:51] 可不可以写大家写一年？
[00:48:54] 自动。
[00:48:56] 识别。
[00:48:58] 安全。
[00:49:01] 隐患。
[00:49:04] 3000。
[00:49:06] 一起一起把它搞定啊好了，
[00:49:09] 最后这两句话我如果只想学一句话，
[00:49:12] 我就直接要这句话，
[00:49:14] 你觉得可以吗？
[00:49:16] 完全没有问题。
[00:49:17] 这样不就把这个例子写出来了吗？
[00:49:20] 大家来看一下这个例子，
[00:49:22] 从这个地方到这个地方能够看懂吗？
[00:49:25] 这个是在说主体，
[00:49:26] 这个在说一个对策，
[00:49:28] 这个对策是牢牢的扣住就是数字化这个词写的，
[00:49:32] 下面把安装改成布设。
[00:49:35] 把开发改成搭建，
[00:49:36] 把全天候监测前面加一个实现，
[00:49:39] 把这句话写上去，
[00:49:40] 把这句话写上去也就可以了。
[00:49:43] 但是如果有的同学说老师你超字数了，
[00:49:46] 我想减一点字数，
[00:49:47] 我在考试的时候真的我特别紧张，
[00:49:49] 我就没有把这句话写上去行吗？
[00:49:52] 真的，
[00:49:52] 我就在考试的时候没有把这句话写上去行吗？
[00:49:56] 没有把这句话写上去行吗？
[00:49:58] 没有把这句话写上去行吗？
[00:50:00] 都是可以的，
[00:50:01] 因为例子不要求面面俱到例子，
[00:50:04] 它只要能够表达我们拥抱数字时代技术创新的这种思想也就可以了。
[00:50:10] 好吧好了，
[00:50:11] 这个也就把它搞定了，
[00:50:13] 我问大家一下，
[00:50:14] 我们在考试的时候就是我们例子当中结合完了材料当中的例子。
[00:50:19] 还可以，
[00:50:20] 怎么弄这个例子？
[00:50:22] 因为你毕竟是要参加国考，
[00:50:24] 你要参加国考的话，
[00:50:26] 是不是还要联系社会现实啊？
[00:50:29] 或者是联系社会实际啊，
[00:50:32] 哎呦，
[00:50:32] 联系社会现实和联系社会实际，
[00:50:35] 我想那个例子想不出来。
[00:50:38] 但是你社会现实和社会实际当中的例子一定是非现场监管的例子。
[00:50:45] 一定是数字化的例子，
[00:50:48] 一定是科技的例子，
[00:50:49] 大家认真的想一下啊，
[00:50:52] 就是在你们认识的就是比如说啊。
[00:50:55] 啊，
[00:50:55] 就是呃，
[00:50:56] 税收呃，
[00:50:56] 执法部门不就是有税收的吗？
[00:50:59] 还有公安的吗？
[00:51:00] 还有城管的吗？
[00:51:01] 还有什么样的执法部门？
[00:51:03] 还有很多水上执法部门吗？
[00:51:05] 大家能够想到，
[00:51:07] 非现场监管的例子都有什么？
[00:51:09] 哪位同学可以告诉我？
[00:51:11] 哪位同学可以告诉我，
[00:51:13] 你会发现是不是？
[00:51:15] 无人机巡查交警节假日用无人机巡查，
[00:51:20] 还有刚才那个毛所长。
[00:51:23] 毛所长是干什么的？
[00:51:24] 毛所长他是在森林里面执法的，
[00:51:27] 他天天在森林里面给光头强，
[00:51:29] 搞来搞去的，
[00:51:30] 这个时候他有无人机了。
[00:51:32] 请问除了无人机，
[00:51:33] 你们觉得就是森林公安是无人机税务一般用什么税务？
[00:51:38] 大家知道现在用的是什么？
[00:51:41] 就是进行执法。
[00:51:42] 你会发现很多女同学为什么喜欢考税务的工作部门啊？
[00:51:46] 因为税务不用出去执法，
[00:51:48] 坐在办公室里面，
[00:51:49] 通过电脑就可以了。
[00:51:50] 对，
[00:51:51] 就是金三金四大数据筛查。
[00:51:53] 大数据。
[00:51:55] 筛查一起把它搞定。
[00:51:58] 大数据筛查一起把它搞定。
[00:52:01] 好了，
[00:52:01] 还有一个，
[00:52:02] 还有一个，
[00:52:03] 如果大家还想的话，
[00:52:05] 除了这个还有什么？
[00:52:07] 各位就是如果。
[00:52:09] 在考试的时候还有什么啊，
[00:52:12] 大家可能不太知道，
[00:52:14] 还有一种是物联网监测。
[00:52:17] 物联网。
[00:52:19] 监测。
[00:52:20] 物联网监测啊，
[00:52:21] 比如说公安的话呢，
[00:52:23] 你们现在在路上，
[00:52:24] 你砸人家车是吧？
[00:52:25] 你在路上的话呢，
[00:52:27] 和别人打架，
[00:52:28] 那派出所一调监控，
[00:52:29] 基本上就都调出来了。
[00:52:31] 好了，
[00:52:31] 这些东西如果想把它变成例子的话，
[00:52:34] 这些都是在说对策主体是谁？
[00:52:37] 哪位同学可以告诉我？
[00:52:38] 这个主体就是全国多地肯定全国有先进的地方，
[00:52:43] 你不用说是杭州，
[00:52:45] 你也不用说是广州，
[00:52:47] 也不用说北京。
[00:52:48] 然后他们干的对策是什么？
[00:52:51] 就是这些，
[00:52:51] 这些是具体的例子，
[00:52:53] 如果你前面想加几句，
[00:52:55] 就是推行。
[00:52:57] 非现场。
[00:52:59] 监管。
[00:53:01] 还有智慧监管不就可以了吗？
[00:53:04] 各位，
[00:53:04] 那么我问大家一下，
[00:53:06] 就说它会产生什么样的影响？
[00:53:09] 产生的影响不就是你原来是人工监管，
[00:53:12] 你是粗放的，
[00:53:14] 现在呢，
[00:53:14] 用了这些AR智能监管就是精准的了。
[00:53:18] 是吧，
[00:53:18] 你原来的话呢，
[00:53:20] 就是相对来讲是被动的应对。
[00:53:23] 你现在的话呢，
[00:53:25] 就是主动的预判不就可以了吗？
[00:53:27] 好了，
[00:53:28] 大家来看一下这个题目，
[00:53:30] 我们就全部把它搞定了。
[00:53:32] 从这个地方到这个地方，
[00:53:35] 也就可以把它搞定，
[00:53:36] 就是这是一个主体，
[00:53:38] 这是一个对策。
[00:53:40] 这是一个对策，
[00:53:41] 这是一个对策，
[00:53:42] 这是一个对策，
[00:53:43] 这是一个影响。
[00:53:45] 从这个地方能够看懂的话，
[00:53:47] 就给老师打个过。
[00:53:48] 我问大家一下，
[00:53:50] 就是这几个例子，
[00:53:51] 大家需要背吗？
[00:53:52] 不需要背这几个例子，
[00:53:54] 你不用点名，
[00:53:55] 你不用知道杭州有这样一个市，
[00:53:57] 北京有这样一个市，
[00:53:59] 你就类比推理。
[00:54:00] 在现场呢，
[00:54:01] 就是联想也把它联想出来也就可以了好吧，
[00:54:05] 联想出来也就可以了啊好了。
[00:54:07] 下面我们一般写完例子之后，
[00:54:10] 我们有可能对这个例子进行一个点评，
[00:54:13] 大家觉得可以吧？
[00:54:15] 点评，
[00:54:15] 主要点评什么两个要素啊？
[00:54:17] 你们学新闻短评的话，
[00:54:19] 我们在超大v刷题里面会讲点评，
[00:54:22] 主要点评的你干了什么事？
[00:54:24] 产生了一个什么样的影响，
[00:54:27] 干了什么事，
[00:54:27] 你干的对策不就是奔跑吗？
[00:54:29] 你干的对策不就是科技变革吗？
[00:54:32] 你干的对策不就是技术创新吗？
[00:54:34] 最后它产生了什么影响？
[00:54:36] 它产生的影响不就是破解了执法痛点吗？
[00:54:40] 不就是对我们执法工作有好处吗？
[00:54:42] 也就可以了，
[00:54:43] 然后最后我们要干什么？
[00:54:45] 最后，
[00:54:46] 我们可以说一下我们的对策或者回扣一下我们的分论点，
[00:54:50] 回扣分论点说对策的话呢，
[00:54:52] 就是不就是往前跑吗？
[00:54:54] 当然知道往前跑。
[00:54:55] 但是像这些话，
[00:54:57] 能不能把它细化？
[00:54:58] 各位开始。
[00:55:00] 一下呢，
[00:55:01] 大家想想怎么改写？
[00:55:03] 大家想想怎么改写啊？
[00:55:05] 你想想你就想几个关键词，
[00:55:07] 我们要想拥抱数字时代，
[00:55:10] 我们要不要有一个机制？
[00:55:12] 我们要想拥抱数字时代，
[00:55:14] 我们要不要有一个技术？
[00:55:16] 我们要想拥抱数字时代，
[00:55:18] 我们要不要有一个人员？
[00:55:20] 你看，
[00:55:20] 想到这三个关键词造句也就行了，
[00:55:23] 有个什么机制啊，
[00:55:24] 就是我们这种科技的监管呢，
[00:55:26] 它一定是一个优化的机制，
[00:55:28] 你要不停的把它优化，
[00:55:30] 我们不是搞一次就算了。
[00:55:32] 要不停的把它优化，
[00:55:33] 另外一个就是我们搞了一个大数据筛选，
[00:55:37] 你看咱们国家有金山。
[00:55:39] 还有近似近似，
[00:55:40] 不就是在升级吗？
[00:55:41] 所以我们这个模型呢，
[00:55:42] 也要不断的进行一个校准，
[00:55:44] 你材料当中，
[00:55:45] 你一开始是出了问题的，
[00:55:47] 出了问题，
[00:55:48] 我把它反推，
[00:55:49] 不就是校准了吗？
[00:55:50] 接着关键还有很多人去，
[00:55:52] 执法人员要会使用哎，
[00:55:54] 你不能说你让我现在去税务局做工作，
[00:55:57] 让我用金三金四，
[00:55:58] 我当然不会用。
[00:55:59] 那最后产生一个影响，
[00:56:01] 随便写几句也就可以了，
[00:56:03] 大家觉得可以吗？
[00:56:04] OK，
[00:56:05] 这个第二个第一个分论点也就给大家结束了啊，
[00:56:08] 第一个分论点也就结束了。
[00:56:11] 好了，
[00:56:11] 再接着给大家写第二哎，
[00:56:13] 如果影响写不出来的话，
[00:56:15] 请问分论点影响写不出来的话，
[00:56:17] 能不能用这里面的去代替啊？
[00:56:20] 当然是可以的，
[00:56:21] 没有问题啊。
[00:56:23] 好了，
[00:56:23] 大家再来看一下第二个分类点，
[00:56:26] 拿到它之后脑袋空白，
[00:56:27] 我们应该怎么办？
[00:56:29] 哪位同学可以告诉我？
[00:56:30] 是不是第一句还是要说名言警句，
[00:56:33] 第二步要说一个影响，
[00:56:35] 第三步要说什么，
[00:56:37] 第三步要说对策或者是例子。
[00:56:40] 第四步要说什么？
[00:56:41] 第四步要说分论点的一个回扣好了，
[00:56:44] 同学们那对于我来讲的话呢？
[00:56:47] 我这个时候想不出来名言警句，
[00:56:50] 我就不写了。
[00:56:51] 好吧，
[00:56:51] 我就不写了，
[00:56:52] 所以我这个时候可以写一个影响写影响的话，
[00:56:57] 脑袋空白，
[00:56:57] 记住严冬老师说写哪个词对谁有影响？
[00:57:01] 先别用万能的，
[00:57:02] 你用万能的，
[00:57:03] 当然没有问题，
[00:57:04] 我们要先哪个车？
[00:57:05] 各位，
[00:57:05] 我们要写的是哪个词？
[00:57:07] 哪位同学可以直接告诉我，
[00:57:10] 我们要写的是不是就是目标这个词啊？
[00:57:14] 明确跑的目标，
[00:57:15] 明确我们的执法目标，
[00:57:17] 请问我们明确了执法目标之后，
[00:57:21] 它对谁有好处？
[00:57:22] 各位，
[00:57:23] 你就给我想几个主体，
[00:57:24] 第一个你想想我们这个执法主要是对市市场上的执法，
[00:57:29] 可能对于一个市场是有好处的吧。
[00:57:32] 那么，
[00:57:33] 第二个是对于企业也可能有好处的吧？
[00:57:36] 第三个是对于群众也有好处的吧？
[00:57:39] 好了，
[00:57:40] 下面就给老师造三个句子，
[00:57:42] 我们对于市场有什么好处？
[00:57:45] 我们对于市场可以规范市场秩序，
[00:57:49] 一起把它写下来。
[00:57:51] 好了，
[00:57:52] 我们对于企业有什么好处可以服务？
[00:57:56] 企业发展，
[00:57:57] 我们对于群众有什么好处？
[00:57:59] 大家给老师造一个句子，
[00:58:02] 我们对于群众可以守护群众利益。
[00:58:05] 唉呀，
[00:58:05] 如果你不会的话。
[00:58:07] 你就把这些经典的名言警句背几句，
[00:58:09] 其实我给你准备的那些万能的，
[00:58:11] 你把它背起来足够用了，
[00:58:13] 这不就出来了吗？
[00:58:14] 大家看这第一句话也就出来了。
[00:58:16] 行政执法的目标从事规可，
[00:58:19] 行政执法的明确，
[00:58:20] 跑的目标明确，
[00:58:21] 执法的目标可以规范，
[00:58:23] 市场秩序可以服务，
[00:58:25] 企业发展可以守护群众利益。
[00:58:27] 那么，
[00:58:28] 这是可以他不可以的话呢？
[00:58:30] 前面加几句废话不就行了吗？
[00:58:33] 是不是然后我们写完了这个之后？
[00:58:36] 哎呦，
[00:58:36] 我的妈呀。
[00:58:37] 我没有话说的。
[00:58:38] 我这时候就要举例子，
[00:58:40] 请问举例子应该怎么举？
[00:58:42] 哪位同学可以告诉我？
[00:58:44] 举例子可以怎么举？
[00:58:46] 举例子大家一起写。
[00:58:48] 主体。
[00:58:49] 加对策还加一个影响，
[00:58:51] 那因为我好久呢，
[00:58:53] 一直用这个，
[00:58:54] 今天再变化一下，
[00:58:56] 我前面可不可以加一个问题？
[00:58:59] 因为题干当中说的是不是一味的往前跑，
[00:59:03] 所以我能不能加一个一味往前跑带来的一个问题呢？
[00:59:08] 我觉得是没有问题的吧，
[00:59:09] 好了，
[00:59:10] 那我们就再给大家改写例子，
[00:59:12] 我们看一下。
[00:59:12] 在材料的四五六当中，
[00:59:15] 他就一味的往前跑，
[00:59:17] 出现了问题。
[00:59:18] 后来，
[00:59:18] 他又明确目标了，
[00:59:20] 大家来看一下。
[00:59:22] 如果说我们应该怎么办？
[00:59:24] 这个问题应该怎么想？
[00:59:26] 这个问题大家只要在材料当中能够给我找到关键词，
[00:59:30] 我就不怪你们了。
[00:59:31] 你们觉得第四个资产段当中有什么关键词？
[00:59:36] 是不是未能及时报警？
[00:59:38] 算不算是一个问题？
[00:59:40] 大家告诉我，
[00:59:41] 未能及时报警是不是问题很少？
[00:59:44] 现场指导是不是问题？
[00:59:47] 我不需要全图。
[00:59:48] 我只要随便找几个词也就行了，
[00:59:51] 那我这个问题我就直接把它写下来叫面对。
[00:59:55] 预警失灵。
[00:59:57] 面对预警失灵，
[00:59:59] 哎，
[00:59:59] 一起把它搞定，
[01:00:01] 还有一个很少现场，
[01:00:04] 知道你就得把它写出来。
[01:00:06] 服务缺位。
[01:00:08] 服务。
[01:00:10] 缺位。
[01:00:13] 引发。
[01:00:15] 企业。
[01:00:18] 不满。
[01:00:20] 你看不满，
[01:00:21] 不就是抱怨吗？
[01:00:23] 你要把抱怨直接摘抄，
[01:00:25] 引发企业不满等情况。
[01:00:28] 请问蒋方舟老师，
[01:00:29] 如果这样的话，
[01:00:30] 能算他超材料吗？
[01:00:32] 你就不能把抱怨小学从小学就跟你说近义词近义词，
[01:00:36] 你就不能换一个吗？
[01:00:37] 好吧好了，
[01:00:38] 等情况这个时候我问大家一下，
[01:00:41] 问题完了之后要写什么呢？
[01:00:43] 问题完了之后要写一个主体。
[01:00:46] 请问大家一下，
[01:00:47] 这个题干当中的主体是指谁？
[01:00:50] 主体就是指的意识意识，
[01:00:53] 他干了一个。
[01:00:54] 什么样的对策？
[01:00:55] 哪位同学可以告诉我议事，
[01:00:59] 他干了一个什么样的对策议事在？
[01:01:03] 议事他干了一个什么样的对策，
[01:01:06] 大家认真的琢磨一下。
[01:01:08] 哎，
[01:01:08] 议事干了什么样的对策？
[01:01:11] 议事这个时候别着急议事。
[01:01:15] 在你看啊e是在。
[01:01:20] 反思。
[01:01:22] 你看反思哎，
[01:01:23] 我没有话说，
[01:01:24] 我就直接用材料当中这些话吧，
[01:01:27] 意是在反思。
[01:01:29] 调整后。
[01:01:31] 一是在反思调整后，
[01:01:33] 哎，
[01:01:33] 这个又又是一个调整，
[01:01:35] 我我我就是这个论文的搬运工啊，
[01:01:38] 但是我又不是想做蒋方舟，
[01:01:40] 我还是要自己有点创造力。
[01:01:42] 我就直接选两个词，
[01:01:44] 还是原词原句接着他干了什么事情他。
[01:01:48] 就是这个时候干的事情。
[01:01:51] 深入企业走访调研。
[01:01:54] 他收集意见建议，
[01:01:57] 他重新校准。
[01:02:00] 设备参数，
[01:02:01] 它进一步完善AI监管系统，
[01:02:05] 然后呢，
[01:02:06] 它增设了三级流程，
[01:02:08] 它。
[01:02:09] 建立了企业联络员制度。
[01:02:11] 它开设了技术服务热线，
[01:02:14] 它推出了那么新模式。
[01:02:16] 最终，
[01:02:17] 它产生了一个结果，
[01:02:18] 产生一个结果是什么样的呢？
[01:02:21] 就是最终的话呢，
[01:02:23] 实现投诉率减半，
[01:02:24] 企业满意度。
[01:02:25] 高达九成以上，
[01:02:27] 我如果用这些可以吗？
[01:02:29] 但是用这些稍微有点多吧，
[01:02:31] 所以我中间少抄一点行不行？
[01:02:34] 我中间少抄一点行不行？
[01:02:36] 完全没有问题，
[01:02:37] 大家看你说这个题目让我们写1200字，
[01:02:40] 你让我写2200字也没有问题啊，
[01:02:43] 大家看。
[01:02:44] 这个时候都给大家准备好了，
[01:02:46] 这个是一个问题，
[01:02:48] 这里面的这个词，
[01:02:49] 这个词都是原词原句，
[01:02:51] 这个词就是抱怨改装的，
[01:02:53] 这个是主体，
[01:02:54] 这是对策。
[01:02:55] 这是我们自己加了一个初心，
[01:02:57] 这是为了更好的能够回扣就自己加的这一句，
[01:03:01] 这个词是。
[01:03:02] 对策这个词对策这个词对策这个词是对策，
[01:03:06] 从材料当中抄的这个词改写的这个词改写的影响。
[01:03:10] 现在能够看懂吗？
[01:03:12] 能看懂的话，
[01:03:13] 给老师打个过也就可以了，
[01:03:16] 哎呦，
[01:03:16] 那我们举例子除了用材料当中的例子。
[01:03:20] 各位同学，
[01:03:21] 这个时候我们还想结合社会现实当中的例子，
[01:03:25] 可以不？
[01:03:26] 当然是可以的。
[01:03:27] 随便想一下，
[01:03:28] 和执法有关的有什么执法，
[01:03:31] 那么执法有关的不就是啊，
[01:03:33] 我随便举一个交通执法，
[01:03:35] 交通执法有没有时候？
[01:03:37] 只为了科技。
[01:03:38] 而忽略了人呢？
[01:03:40] 大家觉得有没有交通执法，
[01:03:42] 有没有我们过度强调科技的作用，
[01:03:45] 最后忽略了人呢？
[01:03:47] 当然有啊。
[01:03:48] 你会发现问题是什么呢？
[01:03:50] 有的地方他搞那个红绿灯抓拍设备，
[01:03:54] 以罚代管啊，
[01:03:55] 隐蔽测速过度抓拍，
[01:03:57] 保受群众诟病。
[01:03:58] 是吧，
[01:03:58] 后来的话呢，
[01:03:59] 就是这是一个问题吧，
[01:04:01] 这个问题面对这个问题，
[01:04:03] 国家怎么做的，
[01:04:04] 这是一个主体，
[01:04:05] 国家是干这样一件事情。
[01:04:07] 然后呢，
[01:04:07] 产生了这样的一个影响不就可以了吗？
[01:04:10] 这个例子你就把它举出来，
[01:04:12] 那如果这个例子你举不出来就没写，
[01:04:15] 请问大家下可以怎么办？
[01:04:17] 可以怎么办？
[01:04:18] 前面鲁师傅可不可以举个例子？
[01:04:21] 前面毛所长的那个材料可不可以举个例子直接去改写也就行了？
[01:04:27] 这节课就给大家留这两个作业，
[01:04:30] 打个卡，
[01:04:31] 学着改写一下行吧？
[01:04:33] 哎，
[01:04:33] 鲁师傅。
[01:04:34] 他既然进步，
[01:04:35] 他肯定是呃有前面有一定的问题，
[01:04:38] 后面做了什么事情，
[01:04:39] 最终的话呢，
[01:04:40] 就是牢记了执法服务的目标，
[01:04:43] 牢记了为人民服务的目标是可以的。
[01:04:46] 好了，
[01:04:46] 我问大家一下。
[01:04:48] 接着这句话是对例子的点评，
[01:04:50] 你想写就写，
[01:04:51] 不想写就不写，
[01:04:53] 没关系，
[01:04:53] 最后的话呢，
[01:04:54] 我问大家一下应该怎么办？
[01:04:57] 回扣一下我们的分论点，
[01:04:59] 可以具体细化我们的对策，
[01:05:01] 还有一个影响。
[01:05:03] 大家来看一下啊，
[01:05:04] 你这里面说的是锚定执法为民，
[01:05:07] 推动良法善治，
[01:05:09] 大家看我们要把市场主体满意度，
[01:05:12] 群众获得感。
[01:05:13] 啊，
[01:05:13] 作为评价标尺，
[01:05:15] 然后呢，
[01:05:15] 接着这几句话随便写也就可以了，
[01:05:19] 你不一定和我一样。
[01:05:20] 好吧，
[01:05:21] 然后呢？
[01:05:21] 哎，
[01:05:21] 如果你不想这样写的话，
[01:05:23] 我问大家一下，
[01:05:24] 可不可以再给大家换几句话？
[01:05:26] 你能不能准备几句比较万能的拍pp？
[01:05:29] 我们要把我们一切执法工作的出发点和落脚点都放在人民群众赞不赞成，
[01:05:34] 大不了。
[01:05:35] 答应高不高兴，
[01:05:36] 拥不拥护之上。
[01:05:37] 好吧，
[01:05:37] 我们的执法工作一定要能够做到恪守为民之责，
[01:05:41] 善怀呃，
[01:05:41] 我们的执法工作一定要做到恪守为民之责，
[01:05:44] 常怀爱民之心，
[01:05:45] 善不负民之策。
[01:05:47] 多半黎民之事可不可以？
[01:05:48] 哎呀，
[01:05:49] 你说到明天早晨，
[01:05:50] 你都说不完，
[01:05:51] 行吧？
[01:05:51] 这些答案的话呢，
[01:05:53] 到最后你怎么说都怎么怎么有。
[01:05:55] 好吗？
[01:05:55] 同学们，
[01:05:56] 哎呀，
[01:05:56] 有什么你遇到这些困难的时候，
[01:05:59] 你根本就不用怕你，
[01:06:00] 越怕你越不会，
[01:06:01] 你越打越轻松，
[01:06:02] 越轻松你脑子的那种储备就来了，
[01:06:05] 它就是一个简单的小学生，
[01:06:07] 造句你怕什么？
[01:06:08] 越非。
[01:06:08] 面对国家民族危亡的时候，
[01:06:10] 都不用怕怒发冲冠凭栏处，
[01:06:12] 潇潇雨歇抬望眼，
[01:06:14] 仰天长啸壮怀激烈，
[01:06:15] 30功名尘与土，
[01:06:16] 八千里路云和月莫等闲白了少年头空过一切。
[01:06:20] 靖康耻求魏雪臣，
[01:06:22] 子恨何使命驾长。
[01:06:23] 车踏破贺兰山，
[01:06:25] 缺笑谈可，
[01:06:25] 饮匈奴血，
[01:06:26] 壮志饥餐。
[01:06:27] 胡虏肉待从头收拾，
[01:06:29] 尸肉山河朝天阙，
[01:06:31] 你不要怕。
[01:06:32] 兄弟们好吧OK，
[01:06:34] 再接着往下走嗯。
[01:06:36] 好了，
[01:06:36] 也就把它搞定了啊。
[01:06:39] 哎，
[01:06:39] 最后一个分论点，
[01:06:40] 我们要写什么呢？
[01:06:42] 同学们，
[01:06:43] 最后一个分论点，
[01:06:44] 我们要写一下它的一个。
[01:06:47] 啊，
[01:06:47] 这个AB了，
[01:06:48] 大家看这个AB呢，
[01:06:49] 也就不不给大家故弄玄虚了，
[01:06:51] 这种题目的话呢AB它其实如果你不学是最难的，
[01:06:55] 你学了之后它其实是最简单的。
[01:06:58] 我们来看一下我们这个AB给大家写的一个逻辑。
[01:07:01] 你先把它给我看懂啊，
[01:07:03] 首先告诉我这句话是在说哪个要素往前跑是手段明目标是方向，
[01:07:09] 二者相辅相成，
[01:07:11] 不可偏废。
[01:07:12] 请问大家一下，
[01:07:13] 这句话是在说什么？
[01:07:15] 是在说二者相辅相成，
[01:07:17] 那么它是在说一个本质上是在说一个影响吧？
[01:07:21] 好了，
[01:07:21] 这个影响先把啊，
[01:07:23] 各个的重要性说出来了再说a的重要性，
[01:07:28] 再说b的重要性。
[01:07:29] 啊，
[01:07:30] 就是a的重要性，
[01:07:31] 就是手段b的重要性，
[01:07:33] 就是方向，
[01:07:33] 那么二者的话呢，
[01:07:35] 都不能废好了，
[01:07:36] 再接着大家再来看一下，
[01:07:38] 要说影响我又怎么说呢？
[01:07:39] 影响。
[01:07:40] 脱离目标的奔跑是盲目的，
[01:07:42] 冒进只会让执法工作偏离正轨。
[01:07:46] 你会发现，
[01:07:46] 这是在说什么？
[01:07:48] 这是在说。
[01:07:49] a对c的影响是吧？
[01:07:51] 然后呢？
[01:07:52] 放弃奔跑的守城是僵化的滞后，
[01:07:55] 然后呢？
[01:07:56] 无法满足新时代的要求。
[01:07:58] 这是在说什么？
[01:08:00] 这是在说b对c，
[01:08:01] 然后接着从这个地方到这个地方是在干什么？
[01:08:05] 大家告诉我。
[01:08:06] 是不是再举一个例子？
[01:08:09] 好了，
[01:08:09] 举的这个例子应该怎么举？
[01:08:11] 就是主体就是对策，
[01:08:13] 就是影响很简单啊，
[01:08:15] 主体对策影响把它写出来也就可以了。
[01:08:18] 那么，
[01:08:19] 最后应该怎么写？
[01:08:21] 最后我们就是要啊，
[01:08:22] 写一个对策就可以了，
[01:08:25] 这个对策就是既要这个对策就是又要。
[01:08:29] 既要大胆推进数字化，
[01:08:31] 智能化创新，
[01:08:32] 以科技为执法提速增效，
[01:08:34] 又要时刻以执法为民的啊标尺校准方向，
[01:08:37] 让技术手段服务于执法本质。
[01:08:40] 我们既要创新。
[01:08:41] 进取的冲进探索飞向现场监管，
[01:08:44] 精准执法的新模式又要坚守服务初心，
[01:08:47] 下沉执法力量，
[01:08:48] 强化现场指导，
[01:08:49] 让执法有力度更有温度。
[01:08:51] 大家觉得可以不？
[01:08:52] 各位，
[01:08:53] 那如果大家以后要考什么理论和实践？
[01:08:59] 要考什么红线和红利？
[01:09:04] 要考什么有价和无价？
[01:09:09] 哎，
[01:09:09] 你像现在考这种双主题的很多，
[01:09:12] 能不能到时候直接准备一个模板，
[01:09:15] 到时候直接把它套进去？
[01:09:17] 各位就是啊，
[01:09:18] 就是理论。
[01:09:19] 是手段，
[01:09:20] 然后呢？
[01:09:21] 实践是怎么样？
[01:09:23] 实践是检验二者相辅相成，
[01:09:26] 不可偏奉。
[01:09:28] 脱离理论的啊，
[01:09:29] 脱离理论怎么样？
[01:09:32] 只会让我们的工作偏离正轨，
[01:09:35] 放弃实践。
[01:09:37] 是僵化的滞后，
[01:09:38] 无法满足新时代的治理要求，
[01:09:40] 它就那么小，
[01:09:41] 就用上了好了，
[01:09:42] 我们再来看一下啊，
[01:09:44] 换一个看看能不能行，
[01:09:46] 就是理论。
[01:09:46] 是呃，
[01:09:47] 就是红线是什么？
[01:09:50] 红线是底线，
[01:09:51] 红利是手，
[01:09:53] 红利是反哺二者，
[01:09:55] 相辅相成不可。
[01:09:57] 啊偏废脱离红线是盲目的冒进啊，
[01:10:01] 只会让我们的生态环境啊保护偏离正轨。
[01:10:06] 放弃红利是僵化的，
[01:10:08] 滞后无法满足新时代的啊，
[01:10:10] 生态治理要求不就可以了吗？
[01:10:13] 这种啊，
[01:10:14] 我建议大家一定要把这种。
[01:10:16] 你自己准备一个万能的模板，
[01:10:19] 大家能够做到吗？
[01:10:20] 同学们，
[01:10:21] 你一定要你不要到考试的时候现想。
[01:10:24] 我跟你说的是真心话，
[01:10:26] 因为你凭灵感，
[01:10:27] 你是打不过别人专业准备的，
[01:10:29] 你们同意我的观点不？
[01:10:30] 各位，
[01:10:30] 你们就说同不同意东哥的观点？
[01:10:33] 你你想到考试的时候凭灵感发挥，
[01:10:35] 你打败一个呃，
[01:10:37] 用豆包用deep seek或者平常真真正正的花了一个小时时间准备的这个模板，
[01:10:42] 你是真的打不过的。
[01:10:44] 好吧，
[01:10:44] 所以的话呢，
[01:10:45] 一定要把它搞定，
[01:10:47] 大家来看一下，
[01:10:48] 在当今社会快速发展的浪潮当中。
[01:10:51] 向前跑与目标似乎成了两个截然不同的概念，
[01:10:54] 但是向前跑与目标是对立的关系还是统一关系，
[01:10:58] 只能是孤立割裂还是相互融合促进。
[01:11:01] 那么，
[01:11:02] 向前跑的话呢？
[01:11:03] 可以让执法工作呢？
[01:11:05] 提质增效啊，
[01:11:06] 然后呢？
[01:11:06] 明确奔跑的目标呢？
[01:11:08] 可以更好的践行为人民服务的为为民服务宗旨。
[01:11:12] 这句话为我们提供了一个独特的视角来看待向前跑与目标之间的相互影响和公共关系，
[01:11:19] 即我们应该认识到，
[01:11:20] 往前跑与目标虽然有区别，
[01:11:22] 但两者并不冲突，
[01:11:23] 而是相辅相成。
[01:11:24] 相互统一的关系，
[01:11:25] 二者相得益彰，
[01:11:26] 双向奔赴，
[01:11:27] 可以不？
[01:11:28] 下面你给我把具体的对策加上去也就行了。
[01:11:31] 我之前给大家的这这准备的这一段啊，
[01:11:35] 你既可以放在开头的第一段，
[01:11:38] 也可以把它当成一个过渡段。
[01:11:41] 还可以把它当成第三个分论点，
[01:11:44] 里面的论证的前半部分，
[01:11:46] 现在大家清晰了吗？
[01:11:48] 各位？
[01:11:48] 我再给大家说一下，
[01:11:50] 自己能不能把这一段稍微的准备一下，
[01:11:53] 现在你们所有的听我课的同学有三分之一的同学。
[01:11:58] 在国考还有省考当中，
[01:12:00] 一定会遇到这种双主题的，
[01:12:02] 如果遇不到你，
[01:12:03] 背了你到时候直接来骂我就行了，
[01:12:05] 行吧？
