[00:00:00] 先试一下翻页笔热个场好吧，
[00:51:50] 大家觉得可以的话，
[00:51:51] 就给老师打个一，
[00:51:53] 不可以的话就给老师打个二，
[00:51:55] 我觉得当然是可以的，
[00:51:56] 所以大家一起看这个例子也应该符合主体对策和影响。
[00:52:01] 那么，
[00:52:01] 这个主体大家一起写早在。
[00:52:05] 二零一五年。
[00:52:07] 而应县。
[00:52:10] 便怎么样提出？
[00:52:14] 便提出提出什么未来人才储备计划。
[00:52:20] 未来人才。
[00:52:23] 储备。
[00:52:26] 计划一起把它搞定未来人才储备计划下面通过。
[00:52:33] 啊，
[00:52:34] 等活动。
[00:52:37] 等活动不用全部抄通过，
[00:52:40] 或者你通过家宴归巢返家乡等活动也就可以了，
[00:52:45] 干什么？
[00:52:46] 等活动记住，
[00:52:47] 一定不要摘，
[00:52:48] 直接摘抄，
[00:52:49] 把材料要重新组合。
[00:52:51] 链接链接什么？
[00:52:55] 本土高校毕业生不要写n线，
[00:52:59] 把n线变成等活动。
[00:53:01] 链接一定把它改写。
[00:53:04] 链接不要写n县级这个太土了，
[00:53:09] 直接写成本土。
[00:53:10] 高效。
[00:53:12] 毕业生学会改写是最重要的。
[00:53:16] 好了，
[00:53:17] 后续。
[00:53:21] 又将。
[00:53:24] 眼光。
[00:53:28] 向外拓展外拓，
[00:53:30] 我就直接把它给我改写改写成向外拓展，
[00:53:34] 一定要变换表述，
[00:53:36] 不要直接抄材料，
[00:53:38] 可以改写材料。
[00:53:39] 好了，
[00:53:40] 吸引外地青年特别是大学毕业生更多流入这个把它缩写就和小题的一样缩写。
[00:53:48] 吸引。
[00:53:50] 不要写外地，
[00:53:52] 我要写全国。
[00:53:54] 青年。
[00:53:55] 流入。
[00:53:58] 好极大，
[00:53:58] 更广阔的人才资源，
[00:54:00] 后面这句话可以直接摘抄你偶尔完整的抄一句，
[00:54:05] 没有问题。
[00:54:06] 我问大家下，
[00:54:07] 这样写可以还是不可以？
[00:54:09] 同学们抓紧时间告诉我，
[00:54:11] 就是你会发现我发现了转变人才观念，
[00:54:14] 前面有规范的对策，
[00:54:15] 后面有例子，
[00:54:16] 我都把它抄下来，
[00:54:18] 没有问题。
[00:54:18] 但是如果在考试的时候，
[00:54:20] 我就没有举后面的这个例子，
[00:54:22] 只写了前面的这个规范的表述，
[00:54:25] 大家觉得可以不也是可以的，
[00:54:27] 我就没有写前面规范的表述，
[00:54:29] 只举了后面规范的例子。
[00:54:31] 可以不也是可以的，
[00:54:33] 我只是教给大家一种方式，
[00:54:35] 现在听懂了吗？
[00:54:36] 又有的同学说字数太多了，
[00:54:38] 这种同学的话呢，
[00:54:39] 又已经忘乎所以了。
[00:54:41] 又不知道自己是哪个小学毕业的，
[00:54:43] 平常的话呢，
[00:54:44] 自己就给我发私信的时候，
[00:54:45] 可你们可不是这样的，
[00:54:47] 平常给我发私信的时候就说啊，
[00:54:49] 老师，
[00:54:49] 我不知道为什么看到大主人，
[00:54:51] 我脑袋就空白，
[00:54:52] 写不出来话呢啊。
[00:54:53] 啊，
[00:54:53] 真的很崩溃啊，
[00:54:54] 现在哎东哥给你交了哟啊啊啊，
[00:54:57] 说字数太多了吧，
[00:54:59] 太多了啊。
[00:55:00] 行啊，
[00:55:00] 反正呢，
[00:55:00] 好人都让你们装了锅呢，
[00:55:02] 都是东哥背的，
[00:55:03] 东哥的话呢，
[00:55:04] 天天身上背多少锅，
[00:55:06] 我说过什么了，
[00:55:07] 不就收你们99块钱吗？
[00:55:09] 我愿意好吗？
[00:55:10] 我真心的爱你们，
[00:55:11] 兄弟们，
[00:55:12] 我不下地狱。
[00:55:12] 谁下地狱？
[00:55:13] 大家看，
[00:55:14] 从这个地方到这个地方是在说什么？
[00:55:17] 是不是在说一个问题啊？
[00:55:19] 这个问题就是根据我们这个先进的典型推出来的。
[00:55:24] 非先进的全绝大多数情况，
[00:55:26] 它应该是问题，
[00:55:27] 然后这个是主体对策和影响，
[00:55:29] 这个是怎么来的？
[00:55:31] 这是改写材料来的，
[00:55:32] 它是在说的一个规范的对策。
[00:55:35] 这个是在说什么？
[00:55:36] 这个是在说主体对策影响，
[00:55:38] 这个在说例子当中的对策，
[00:55:40] 最后要干什么？
[00:55:42] 哪位同学可以告诉我？
[00:55:43] 最后一个，
[00:55:44] 大家一起敲掉评论区，
[00:55:47] 要实现一个首尾呼应。
[00:55:50] OK，
[00:55:50] 怎么实现首尾呼应？
[00:55:52] 哪位同学可以告诉我首尾呼应？
[00:55:55] 你会发现就有几招，
[00:55:57] 第一招增加句子。
[00:56:00] 那么增加句子，
[00:56:01] 我增加一个连词可不可以？
[00:56:03] 或者我增加一个名言警句，
[00:56:06] 追风赶月莫停留，
[00:56:07] 平无尽处似春山行不行？
[00:56:09] 或者我就增加一句背景句。
[00:56:11] 进入新时代，
[00:56:12] 大家觉得可以吧？
[00:56:14] 好了就没有问题了，
[00:56:15] 那么另外一个我再问大家下，
[00:56:18] 我们应该转变人才观念，
[00:56:20] 你就会发现加了一个我们应该。
[00:56:23] 然后呢，
[00:56:23] 接着这句话也是我们增加的句子，
[00:56:26] 就是把它稍微的解释一下到底是怎么转变，
[00:56:30] 最后锚定中枢方向，
[00:56:32] 改成一个为县域长远发展。
[00:56:35] 积累源头活水也就可以了，
[00:56:37] 现在大家觉得可以的话，
[00:56:39] 给老师打个过这第一个自然段也就过了，
[00:56:42] 大家不要着急，
[00:56:43] 我们的课程是从基础到拔高都有的。
[00:56:46] 会慢慢的进行个性化，
[00:56:48] 如果你觉得这个你能够看懂并能够操作的话，
[00:56:53] 就给老师打飞机。
[00:56:54] 这个如果你能够看懂并学会操作的话，
[00:56:57] 就代表我们上课达到水平了，
[00:56:59] 因为我们这是一个培训啊，
[00:57:01] 所以我们最重要的。
[00:57:03] 一定要提供一些可复制的方法，
[00:57:06] 哎，
[00:57:06] 一定要提供一些可复制的方法，
[00:57:08] 这个是很重要的，
[00:57:10] 好吧？
[00:57:10] 好了，
[00:57:11] 我们再接着给大家一起往下走，
[00:57:13] 大家来看一下下面的这个应该怎么办？
[00:57:16] 如果你真的，
[00:57:17] 那你说老师我从小语文就没有100分没有及格过。
[00:57:21] 我们大家下直接套一个模板，
[00:57:23] 大家觉得行吗？
[00:57:25] 比如说转变人才观念，
[00:57:26] 既是推动经济社会又好又快发展的重要任务，
[00:57:30] 也是改善民生，
[00:57:31] 实现全面协调可持续发展的。
[00:57:33] 必然选择更是实现高质量发展的必由之路。
[00:57:37] 那么，
[00:57:38] 我国近些年那么就是哎，
[00:57:40] 就是。
[00:57:40] 就是我国怎么样？
[00:57:42] 近些年高度重视人才工作成绩呢？
[00:57:45] 有目共睹，
[00:57:46] 大家觉得行不行？
[00:57:47] 那么我们也看到a影线怎么样？
[00:57:50] 你就会把刚才的我给大家举的那个例子写上来n县，
[00:57:55] 早在二零一五年便提出人才储备计划，
[00:57:58] 然后呢，
[00:57:58] 通过家宴归巢返家乡等品牌活动链接本土高校毕业生。
[00:58:03] 后来呢，
[00:58:04] 又将这个眼光拓展至啊，
[00:58:06] 向外拓展，
[00:58:07] 吸引全国的年轻人，
[00:58:09] 那么因此我就把那个。
[00:58:11] 总论点写在最后，
[00:58:12] 我们应该转变人才观念，
[00:58:14] 我们应该跳出短期攻略的人才误区，
[00:58:17] 为县域经济的长远发展。
[00:58:19] 那么。
[00:58:20] 这积蓄源头活水，
[00:58:21] 大家觉得可以的话，
[00:58:23] 给老师打个二，
[00:58:24] 那我觉得你用刚才后面的那个模板，
[00:58:27] 把刚才我们写的这个文章重新组合一下，
[00:58:30] 也是没有问题的。
[00:58:31] 好吧，
[00:58:31] 这些东西的话呢，
[00:58:33] 都是比较容易的啊，
[00:58:34] 我们一定要在一开始的时候就把这个基础打牢，
[00:58:37] 你这些基础不打牢。
[00:58:39] 你现在就只只追求个性化的话，
[00:58:42] 不结合材料那种毫无章法，
[00:58:44] 没有任何意义，
[00:58:46] 明白吗？
[00:58:47] 个性化一定是你先固化再优化。
[00:58:50] 好了，
[00:58:50] 接着我问大家一下，
[00:58:52] 这个大家看到这个题目脑袋空白吗？
[00:58:55] 脑袋空白的话，
[00:58:56] 给老师敲个一脑袋不空白的话，
[00:58:58] 给老师敲个二。
[00:59:00] 当你买到空白的时候，
[00:59:01] 一定要记住了，
[00:59:03] 东哥站在你身后说第一句写名言警句，
[00:59:06] 第二句写影响。
[00:59:07] 第三句写什么？
[00:59:08] 写对策可以有规范的，
[00:59:11] 还可以有不规范的，
[00:59:12] 还可以有例子。
[00:59:14] 第四步回扣一下我们的分论点。
[00:59:17] 好了，
[00:59:17] 请问大家下打造品牌活动能不能想到一个专用的名言警句啊？
[00:59:22] 如果说对我的话，
[00:59:24] 我是真的想不出来。
[00:59:25] 所以我这个时候就压根不写民言警句了，
[00:59:28] 这个时候我120斤，
[00:59:30] 130斤的反骨，
[00:59:32] 我就也不想用背背景去代替。
[00:59:34] 我就直接想写影响。
[00:59:37] 大家觉得可以吗？
[00:59:39] 我这个时候我就直接逆反了，
[00:59:41] 我就今天我爸妈不让我娶这个女孩子，
[00:59:45] 我就非要娶。
[00:59:46] 行不行？
[00:59:46] 我就想给大家来一个个性化的影响，
[00:59:49] 可以吗？
[00:59:50] 可以的吧，
[00:59:51] 所以我们来看一下怎么样把它搞定。
[00:59:54] 哪位同学可以告诉我各位，
[00:59:56] 那我要写影响我脑袋依然是空白的，
[00:59:59] 你会发现一个关口一个关口过我就要写哪个词？
[01:00:03] 对谁有影响吗？
[01:00:05] 好了，
[01:00:06] 我问大家一下，
[01:00:07] 你觉得就是这个题目，
[01:00:09] 我们要写影响的话，
[01:00:11] 我们应该写的是哪个词的影响？
[01:00:14] 哪个词的影响是不是要写的是品牌活动的影响，
[01:00:18] 你的分论点的论证永远是为了论证这个分论点嘛，
[01:00:22] 所以我要写的是。
[01:00:24] 品牌。
[01:00:26] 活动的影响。
[01:00:29] 品牌活动的影响好了，
[01:00:31] 我问大家一下，
[01:00:32] 你觉得这个品牌活动对谁有好处？
[01:00:36] 哪位同学可以告诉我？
[01:00:38] 首先是谁做的品牌活动，
[01:00:41] 是不是我们这个县做的品牌活动，
[01:00:44] 那么接着就是。
[01:00:46] 还有什么？
[01:00:47] 还有是一个对谁啊？
[01:00:49] 对年轻人对大学生做的品牌活动，
[01:00:52] 所以我们这个品牌活动第一个对于青年。
[01:00:56] 是有好处的吧。
[01:00:57] 那么，
[01:00:57] 第二个对于谁有好处？
[01:00:59] 第二个对于我们整个县是有好处的吧？
[01:01:02] 好了，
[01:01:03] 那我们要把它造句子，
[01:01:05] 对于我们这个青年有什么好处？
[01:01:07] 大家只要给老师写出一个词也就可以了，
[01:01:10] 鉴于有的同学没有看材料，
[01:01:12] 我就给你简单解释一下，
[01:01:14] 就是他搞了这个品牌活动呢，
[01:01:16] 比如说我搞了一个。
[01:01:18] 呃，
[01:01:18] 这种品牌活动，
[01:01:19] 然后大学生可以到我这边做毕业设计，
[01:01:22] 做完这个毕业设计，
[01:01:23] 如果有可行性的话，
[01:01:24] 那么我们还找一些专家给你指导，
[01:01:26] 给你帮助，
[01:01:27] 然后把它再转化成现实的生产力。
[01:01:29] 各位，
[01:01:30] 那我们在我们县城搞了这种创意大赛，
[01:01:33] 搞了各种的呃，
[01:01:35] 这种这种比赛搞了各种的这种设计的活动。
[01:01:39] 你们作为大学生，
[01:01:40] 到我们这个县来做了这些品牌活动，
[01:01:43] 它会对你们大学生有什么好处？
[01:01:46] 能不能让你们这些大学生？
[01:01:48] 练就本领。
[01:01:51] 练就本领或者是增长本领，
[01:01:54] 大家觉得可以不可以的话，
[01:01:57] 给老师敲个一。
[01:01:58] 好了，
[01:01:59] 那么接着我问大家一下，
[01:02:01] 对于我们这个县有什么好处？
[01:02:03] 我们这个县哎呦，
[01:02:04] 现在这个地方就是乡村不振兴了，
[01:02:07] 你过来给我们做一个创意活动。
[01:02:10] 然后呢？
[01:02:10] 我们那个地方的话呢？
[01:02:12] 就是哎，
[01:02:12] 比如说经济不发展了，
[01:02:14] 你又给我们做一个创业活动，
[01:02:16] 我们那个地方的话呢，
[01:02:17] 就是农业呢，
[01:02:18] 发展不起来，
[01:02:19] 要搞一个采摘园，
[01:02:20] 你又做一个创业活动。
[01:02:22] 请问这个对于我们县可以注入创意动能吗？
[01:02:27] 注入创意动能吧好。
[01:02:31] 再想一个词，
[01:02:32] 一个词也就可以了，
[01:02:34] 那么另外一个我问大家一下，
[01:02:37] 对于青年。
[01:02:37] 还有线。
[01:02:39] 那么如果你还想写一个的话，
[01:02:42] 有什么好处？
[01:02:43] 是不是刚才在材料当中看到一个双向的一个接口啊？
[01:02:49] 你看我们这个品牌活动，
[01:02:51] 一面连接着青年，
[01:02:53] 一面连接着县城。
[01:02:55] 你有这几个关键词，
[01:02:56] 这个文章不就出来了吗？
[01:02:58] 就是能够对我们的本领有好处，
[01:03:01] 能够对我们线的创意有好处，
[01:03:03] 能够提供双业双向接口，
[01:03:05] 大家来看一下。
[01:03:06] 整个文章也就出来了，
[01:03:08] 大家看品牌化的实践平台或者品牌化的实践活动都是可以的，
[01:03:13] 你稍微变换一个词，
[01:03:14] 不要那么干巴巴的。
[01:03:16] 既让青年在实战中练就真本领，
[01:03:18] 也为县域发展注入创意动能，
[01:03:21] 打通了青年与县域的双向接口。
[01:03:24] 大家觉得可以不？
[01:03:25] 你看我们怎么想出来的，
[01:03:27] 就是我们要想这个的话，
[01:03:29] 首先要知道这句话整体是在说影响说影响，
[01:03:32] 一定要想清楚是要说哪个词对谁有影响？
[01:03:36] 对谁有影响？
[01:03:37] 对谁有影响？
[01:03:38] 对谁有影响？
[01:03:39] 那么有什么影响呢？
[01:03:41] 想一个关键词啊，
[01:03:42] 对于青年，
[01:03:43] 他们的本领有影响？
[01:03:45] 对于县城，
[01:03:46] 能够提供创意。
[01:03:47] 对于我们青年和县能够双向接口，
[01:03:50] 然后你就把它稍微的加工一下，
[01:03:53] 造成句子也就可以了。
[01:03:55] 这个大家能够看懂的话，
[01:03:57] 就给老师打分机。
[01:03:58] 这个大家能够看懂的话，
[01:04:00] 就给老师打个一，
[01:04:01] 这是非常重要的啊，
[01:04:02] 我再给大家说一下，
[01:04:03] 当然这个答案它不是唯一的，
[01:04:05] 它不像客观题，
[01:04:06] 你只要合情合理也就可以了。
[01:04:08] 好了，
[01:04:09] 那么下面我们没有话说了，
[01:04:11] 请问大家一下，
[01:04:13] 没有话说了，
[01:04:14] 就是我要不要写对策？
[01:04:16] 那么，
[01:04:17] 既可以写规范的表述，
[01:04:18] 又可以解例子，
[01:04:19] 举例子，
[01:04:20] 要找到材料当中哪个例子就是我们这个活动的例子，
[01:04:24] 这个活动的例子应该用什么把它串起来？
[01:04:28] 主体加对策，
[01:04:29] 再加上一个影响也就可以了，
[01:04:31] 好了，
[01:04:32] 那我就看看我们这个线到底搞了一个什么活动呢？
[01:04:36] 它有很多你在材料当中，
[01:04:38] 随便取一个也就可以了。
[01:04:40] 比如说你们觉得这一段话算不算是和品牌活动有关，
[01:04:45] 你看我就看到这个地方有个活动看到了吗？
[01:04:49] 这个这一段话请问。
[01:04:51] 算不算是品牌活动算就给老师打个算，
[01:04:55] 不算就给老师打个不算，
[01:04:57] 哎，
[01:04:57] 我就看到你这段话里面就有个活动。
[01:05:00] 好了，
[01:05:01] 那问题是我要我不能够直接摘抄这个材料，
[01:05:04] 我可以结合材料进行改写，
[01:05:07] 怎么改写？
[01:05:07] 应该怎么写？
[01:05:09] 哪位同学可以告诉我，
[01:05:11] 第一个是叫主体。
[01:05:12] 第二个是叫对策。
[01:05:15] 第三个是叫影响。
[01:05:18] 一起把它搞定，
[01:05:20] 主体对策，
[01:05:21] 还有一个影响，
[01:05:22] 请问大家下这个主体是指谁？
[01:05:25] 哪位同学可以直接告诉我？
[01:05:28] 哎，
[01:05:28] 先把主体给我写下来，
[01:05:30] 主体在这个材料当中讲的是非常好吧，
[01:05:34] 吃着火歌啊，
[01:05:35] 唱着歌火车来了啊，
[01:05:37] 马匪来了，
[01:05:38] 马县长。
[01:05:39] 所以这个主体不是马县长，
[01:05:41] 是马县长代表的安应县，
[01:05:43] 所以大家一起把它写下来，
[01:05:45] 安应县这个时候我为了防止我跑题。
[01:05:48] 那么，
[01:05:48] 我问大家一下，
[01:05:50] 这个题目的分论点是在说什么？
[01:05:52] 是不是要就是开展品牌活动？
[01:05:55] 我尽量的还在加几句废话叫。
[01:05:58] 深耕。
[01:06:00] 叫对策是深耕。
[01:06:05] 我为了防止你说我完全抄材料吗？
[01:06:08] 人才。
[01:06:09] 活动品牌。
[01:06:15] 建设一起把它搞定，
[01:06:17] 深耕人才活动品牌建设好了，
[01:06:20] 我下面真的是没有话了。
[01:06:23] 请问我要找对策，
[01:06:25] 我就找动词，
[01:06:26] 这句话可不可以作为我们的对策进行改写？
[01:06:30] 这个就是材料当中的原词原句啊，
[01:06:33] 可以吧，
[01:06:33] 但是我不想直接摘抄，
[01:06:35] 我就想换一个词，
[01:06:36] 换词的话可以换什么词？
[01:06:38] 我反复给大家说过换词的话，
[01:06:41] 可以换什么词？
[01:06:42] 是不是可以换动词啊？
[01:06:44] 大家把开展给老师换成一个动词，
[01:06:47] 你会换成哪一个动词？
[01:06:49] 各位，
[01:06:49] 我就换成重点打造哎，
[01:06:51] 我本来想写个打造，
[01:06:53] 但是我前面加一句废话，
[01:06:55] 重点打造，
[01:06:56] 如果你怕重复哎，
[01:06:57] 我再给你写成一个精心打造。
[01:07:00] 你想个性化太简单了，
[01:07:01] 最难的其实还真不是个性化，
[01:07:04] 最难的就是一开始能够找到思路的突破口，
[01:07:07] 把字数找出来。
[01:07:08] 重点打造。
[01:07:10] 大家一起写全国高校联合毕业设计行动，
[01:07:15] 一起把它搞定。
[01:07:18] 好了，
[01:07:18] 那么下面我又没有话了，
[01:07:21] 各位这个可麻烦了，
[01:07:23] 怎么办？
[01:07:24] 哎，
[01:07:25] 东哥说了，
[01:07:26] 找动词，
[01:07:27] 我一看动词，
[01:07:28] 请问这个乙。
[01:07:29] 算不算是一个动词？
[01:07:31] 这句话能不能也理解成一个对策？
[01:07:34] 哪位同学可以直接告诉我吗？
[01:07:37] 那么我觉得这句话也可以理解成一个对策。
[01:07:41] 大家一起想叫围绕。
[01:07:44] 什么当地？
[01:07:48] 经济。
[01:07:50] 社会。
[01:07:53] 发展。
[01:07:56] 怎么样当？
[01:07:59] 现实需求。
[01:08:02] 现实需求OK，
[01:08:04] 一起把它搞定。
[01:08:06] 好了，
[01:08:06] 那么也就可以了，
[01:08:08] 另外一个我还想找一个动词，
[01:08:11] 大家看出题算不算是一个动词？
[01:08:15] 算不算是一个动词，
[01:08:16] 然后呢？
[01:08:17] 还有答题算不算是一个动词？
[01:08:20] 当然算，
[01:08:20] 所以你看东哥，
[01:08:21] 我不要直接摘抄，
[01:08:23] 但是我把它改写的非常有技术含量。
[01:08:26] 我就直接写成构建。
[01:08:29] 怎么样？
[01:08:30] 县域出题，
[01:08:31] 你这个我们不就是指的县域吗？
[01:08:34] 这样没有任何一个人能够说我是。
[01:08:38] 就是抄材料，
[01:08:39] 搬材料，
[01:08:40] 构建县域出题。
[01:08:43] 学子。
[01:08:45] 答题。
[01:08:46] 一起把它搞定。
[01:08:49] 的的什么？
[01:08:53] 的真题真做，
[01:08:55] 我打乱一下顺序，
[01:08:58] 这样的话就无比个性化。
[01:09:01] 的真题。
[01:09:04] 真做。
[01:09:08] 模式OK，
[01:09:09] 我问大家一下，
[01:09:10] 你们所有的在线的同学，
[01:09:13] 这么多人，
[01:09:14] 有没有同学就改写这个例子？
[01:09:17] 你觉得能够和我改写的一模一样。
[01:09:20] 有的话你就敲个一，
[01:09:22] 没有的话你就给老师敲个二，
[01:09:24] 各位大概率不会吧，
[01:09:25] 因为在这里面我为了防止我们重复，
[01:09:28] 我为了能够做到我的个性化，
[01:09:30] 我用了两个技巧。
[01:09:31] 第一个技巧加了一些变化的一些动词，
[01:09:35] 第二个技巧那么打乱了它本身的顺序，
[01:09:38] 第三个技巧进行了一个。
[01:09:40] 就说跨距的整合，
[01:09:42] 你会发现，
[01:09:42] 只要你这样，
[01:09:43] 绝对不会说你遮瑕撒亮，
[01:09:45] 但是又符合题干叫结合撒亮，
[01:09:48] 最后它要产生一个影响。
[01:09:50] 大家觉得这一个自然段当中哪句话可以理解成影响？
[01:09:54] 我一看这句话就可以理解成影响，
[01:09:57] 但是我不想直接摘抄，
[01:09:59] 你看我怎么给你写？
[01:10:00] 我就直接把它改写一下将。
[01:10:04] 中国。
[01:10:06] 毕业。
[01:10:09] 设计。
[01:10:11] 支撑。
[01:10:14] 的梦想。
[01:10:20] 照进现实。
[01:10:23] 照进现实，
[01:10:24] 一起把它搞定啊，
[01:10:25] 梦想照进现实，
[01:10:27] 现在大家觉得可以过的话，
[01:10:29] 就给老师打个过。
[01:10:31] 好吧，
[01:10:31] 梦想照进现实好了，
[01:10:33] 大家看整个的成文，
[01:10:35] 你们觉得如果在考试的时候，
[01:10:38] 你们从这个地方到这个地方。
[01:10:41] 能够写成这个样子还算满意不？
[01:10:43] 还算满意的话，
[01:10:44] 给老师打个一，
[01:10:46] 大家看这句话是在说影响。
[01:10:48] 然后呢？
[01:10:48] 这句话是在给我们举例子，
[01:10:51] 说他一些比较成功的做法。
[01:10:54] 好了，
[01:10:55] 那么第三句话举完例子之后，
[01:10:57] 我能不能还是再说一个对策呢？
[01:11:00] 你会发现完全是可以的吧？
[01:11:02] 大家看啊，
[01:11:03] 你就是在说完了影响之后，
[01:11:05] 你说对策的时候，
[01:11:06] 既可以用规范的表述，
[01:11:08] 又可以说一个例子，
[01:11:10] 那我就再把这个例子。
[01:11:11] 提炼一下对策，
[01:11:12] 这个对策应该怎么办？
[01:11:14] 哪位同学可以告诉我这个对策其实很简单，
[01:11:18] 我就想把它做成一个总论点，
[01:11:21] 能够做到。
[01:11:22] 首尾。
[01:11:23] 呼应也就可以了，
[01:11:25] 首尾呼应怎么做到？
[01:11:27] 首尾呼应大家看，
[01:11:29] 也就是第一个叫增加句子。
[01:11:32] 增加句子，
[01:11:33] 这个增加句子也就是在说一个未来，
[01:11:36] 那么再说一个未来，
[01:11:38] 下面打造品牌活动。
[01:11:40] 打造品牌活动，
[01:11:42] 前面的话呢，
[01:11:43] 给我加上一句复杂的话，
[01:11:45] 后面搭建育苗舞台，
[01:11:47] 然后呢？
[01:11:48] 把它稍微改写一下，
[01:11:50] 然后这一句话请问大家去看一下。
[01:11:54] 是不是唯一的答案？
[01:11:55] 这句话是不是唯一的？
[01:11:57] 你会发现你打造品牌活动，
[01:12:00] 然后呢？
[01:12:00] 你推动人才。
[01:12:02] 资源与地方需求精准对接，
[01:12:04] 让人才在品牌活动中积累经验，
[01:12:07] 建立认同，
[01:12:08] 为长期扎根。
[01:12:09] 啊啊，
[01:12:09] 就是啊，
[01:12:10] 奠定基础，
[01:12:11] 我问大家一下，
[01:12:12] 如果我想把这句话稍微的改写一下，
[01:12:16] 你觉得可以吧，
[01:12:17] 比如说把这句话。
[01:12:19] 改写应该怎么改写？
[01:12:21] 有哪位同学可以告诉我，
[01:12:23] 把这句话进行一个改写，
[01:12:26] 怎么改写？
[01:12:27] 如果说县域应当打造。
[01:12:29] 切合发展需求的品牌活动，
[01:12:32] 然后呢，
[01:12:33] 我随便给大家说几句话啊，
[01:12:36] 叫深入。
[01:12:37] 调研。
[01:12:38] 大家觉得可以不？
[01:12:41] 叫深入调研，
[01:12:43] 可以不叫积极。
[01:12:45] 有为大家觉得可以不？
[01:12:48] 积极有为，
[01:12:49] 大家觉得可以不可以的话，
[01:12:51] 给老师打个一不可以的话，
[01:12:53] 给老师打个二，
[01:12:54] 记住了这些词啊，
[01:12:56] 大家随便塞几句，
[01:12:57] 相对来讲讲比较万能的都是可以的。
[01:13:00] 或者你从材料当中直接找几句都是可以的，
[01:13:03] 答案不是唯一的。
[01:13:04] 好吧，
[01:13:05] 好了，
[01:13:05] 我再给大家简单的看一下这一段的整体的大逻辑。
[01:13:09] 请问大家下，
[01:13:10] 这句话是在说什么？
[01:13:11] 是不是在说一个影响？
[01:13:13] 然后呢，
[01:13:14] 第二句话从这儿到这儿，
[01:13:16] 请问大家一下是在说什么？
[01:13:19] 是不是在说一个例子？
[01:13:21] 然后呢，
[01:13:21] 从这儿到这儿是不是做了一个首尾的呼应，
[01:13:25] 三句话就可以成为一个论证没有问题的好吧，
[01:13:29] 这节课我们不把它讲的太复杂，
[01:13:31] 大家先把这一节课的。
[01:13:33] 基础打牢，
[01:13:34] 然后呢，
[01:13:34] 之后慢慢的给大家再加东西，
[01:13:37] 否则的话，
[01:13:38] 第一步就把你CPU搞搞到级了也不行，
[01:13:41] 大家觉得这个可以过的话。
[01:13:43] 就给老师打个过好吧，
[01:13:45] 可以过的话就给老师打个过好，
[01:13:48] 再接着带着大家往下走。
[01:13:50] 太难了，
[01:13:51] 就接下来新听太难了，
[01:13:52] 我知道我又给你准备了一个，
[01:13:54] 请问大家一下，
[01:13:55] 我问大家一下，
[01:13:56] 如果用这个模板，
[01:13:58] 万能的模板，
[01:13:59] 大家觉得可以不？
[01:14:00] 就是打造品牌活动，
[01:14:02] 既是贯彻新发展理念的重要举措，
[01:14:05] 也是响应人民群众共识和互生的应有之义，
[01:14:09] 更是关系我国经济。
[01:14:10] 社会发展全局的啊点睛之笔，
[01:14:13] 那么我国近些年呢，
[01:14:15] 高度重视，
[01:14:16] 那么就是这种平台搭建工作成绩呢，
[01:14:19] 有目共睹啊。
[01:14:20] 啊，
[01:14:20] 就是我们也看到下面有举例子了，
[01:14:24] 我们也看到看到什么，
[01:14:26] 我们也看到。
[01:14:28] 就是嗯，
[01:14:29] 我们也看到。
[01:14:31] 我们也看到什么？
[01:14:33] 我们也看到。
[01:14:34] 哎，
[01:14:34] 稍等一下。
[01:14:36] 我们也看到a影线深耕人才活动，
[01:14:39] 品牌建设，
[01:14:39] 重点打造全国高校联合毕业设计行动，
[01:14:43] 围绕当地经济社会发展的现实需求，
[01:14:46] 构建县域出题。
[01:14:47] 学子答题的真题真做模式将中国毕业之成的梦想照进现实好了，
[01:14:53] 然后。
[01:14:54] 因此呢，
[01:14:55] 把这个总论点写出来，
[01:14:58] 因此。
[01:14:59] 怎么样？
[01:15:00] 县域应当打造贴合发展需求的品牌活动，
[01:15:03] 推动人才资源与地方需求精准对接，
[01:15:06] 让人才在品牌活动中积累经验，
[01:15:09] 建立认同，
[01:15:10] 为长期扎根奠定基础。
[01:15:12] 让人才之树根系发达，
[01:15:14] 大家觉得可以的话就给老师打个过，
[01:15:17] 各位如果你现在时代逻辑比较混乱，
[01:15:20] 你可以暂时用这个相对比较万能的模板。
[01:15:23] 去把你的逻辑哎，
[01:15:25] 就是串起来，
[01:15:26] 你一旦会串了，
[01:15:27] 后期你随便打量一下顺序，
[01:15:29] 随便换几个词，
[01:15:30] 完全就不一样了好吧。
[01:15:32] 好了，
[01:15:33] 请问大家下第三个分论点，
[01:15:35] 大家现在拿到它，
[01:15:36] 如果你脑袋空白的话，
[01:15:38] 你应该知道袁东老师像一个大哥哥一样站在你身后说一个数字。
[01:15:43] 我会说哪个数字？
[01:15:45] 哪位同学可以告诉我是不是说四个数字第一步还是名言警句第二步还是在说影响？
[01:15:52] 第三步是在说什么？
[01:15:54] 第三步是在说一个啊，
[01:15:57] 对策或者是举例子说对策，
[01:16:00] 第四步再说一个首尾呼应。
[01:16:03] 是吧，
[01:16:03] 好，
[01:16:03] 那我们来看一下名言警句，
[01:16:06] 我是想不出来了，
[01:16:07] 我就不再想了，
[01:16:09] 然后接着我要写影响。
[01:16:10] 请问大家下，
[01:16:12] 如果我写影响的话，
[01:16:13] 我想我想不出来我这个时候袁东老师站在我身后会说什么，
