[00:00:00] 好好吧。
[00:53:20] 请问赵大伯面临的问题是什么？
[00:53:24] 赵大伯，
[00:53:25] 他是在山区里面的吧？
[00:53:27] 他问题就是要两个小时，
[00:53:30] 两赶路要两个小时，
[00:53:32] 就是代表针对山区就一栏嘛。
[00:53:35] 针对。
[00:53:37] 然后呢，
[00:53:38] 尽量把山区写下来，
[00:53:41] 山区。
[00:53:42] 就医难一起把它写下来，
[00:53:44] 针对山区就医难。
[00:53:46] 好了，
[00:53:47] 我问大家一下，
[00:53:48] 它的对策不写主体也是可以的，
[00:53:51] 对策是干的什么事情？
[00:53:53] 这个对策，
[00:53:54] 他会把这个诊疗车开到家门口，
[00:53:57] 他是对策吧，
[00:53:58] 所以大家一起写把。
[00:54:00] 巡回。
[00:54:02] 诊疗车。
[00:54:04] 把悬回诊疗车开到。
[00:54:09] 村民。
[00:54:12] 家门口一起把它搞定，
[00:54:14] 然后最终产生了一个影响，
[00:54:17] 或者是结果这个影响和结果是什么？
[00:54:21] 不就是把这些。
[00:54:22] 事情一一车搞定，
[00:54:24] 暖心又省心嘛，
[00:54:26] 大家一起写叫实现。
[00:54:29] 实现，
[00:54:29] 然后直接抄材料，
[00:54:32] 检查配药。
[00:54:33] 检查。
[00:54:35] 还有一个配药。
[00:54:37] 再随便直接摘抄叫医保报销。
[00:54:42] 医保。
[00:54:44] 报销哎呦，
[00:54:45] 他写了一个一车搞定，
[00:54:47] 大家觉得搞定是不是一个公务员该说的话，
[00:54:51] 那不该说的搞定的话呢，
[00:54:54] 不太好。
[00:54:55] 所以大家把一车搞定，
[00:54:56] 给老师换一个词，
[00:54:58] 请问换成哪个词？
[00:55:00] 啊一车大家一起写一个规范的词通办，
[00:55:04] 你看既不能说我抄材料，
[00:55:06] 又能够呃显得我比材料更加高端。
[00:55:10] 大家来看一下，
[00:55:11] 就把它全部写完了，
[00:55:13] 这个时候啊，
[00:55:14] 我们来看一下整个的答案，
[00:55:16] 这是一个问题，
[00:55:17] 这是一个对策，
[00:55:18] 这是一个结果。
[00:55:20] 现在大家从啊这个地方到这个地方，
[00:55:24] 能够看懂的话就给老师打个过。
[00:55:28] 各位，
[00:55:28] 这个里面我们给大家举了三个例子。
[00:55:32] 这三个例子最重要的是要实现了一个什么目标，
[00:55:37] 实现了我们的排比的目标，
[00:55:39] 这三个例子统一用的模式是什么模式？
[00:55:43] 是问题，
[00:55:44] 是主体，
[00:55:45] 是对策，
[00:55:46] 是影响，
[00:55:47] 你看全部都把它搞定了。
[00:55:51] 好吧，
[00:55:52] 然后这个搞定了之后，
[00:55:54] 从这个地方到这个地方，
[00:55:56] 我们最后要干什么事情？
[00:55:58] 是不是要回扣一下我们的分论点啊？
[00:56:02] 回扣我们的分论点一般有几招？
[00:56:05] 第一招可以增加句子。
[00:56:07] 第二招可以改写句子，
[00:56:10] 第三招可以干什么？
[00:56:12] 调换一下顺序，
[00:56:13] 反正也就这么多。
[00:56:15] 好了，
[00:56:16] 大家看就是你上面写了一个小切口，
[00:56:19] 我就把它变成这些精准切入的小事，
[00:56:23] 你说对于大健康有好处啊。
[00:56:25] 然后我就直接可以说。
[00:56:28] 怎么样？
[00:56:29] 这个对对大健康有什么好处？
[00:56:32] 我想不出来，
[00:56:33] 我就想到对大健康对谁有好处？
[00:56:36] 大家看这个是对于校园有好处是吧？
[00:56:40] 这个居民超重是对于社区有好处，
[00:56:44] 对于家庭有好处。
[00:56:46] 然后呢？
[00:56:46] 这个社区山区就医难，
[00:56:48] 它也是对于我们家庭有好处，
[00:56:50] 然后呢？
[00:56:51] 它让我们家庭呢？
[00:56:52] 能够更好的预防它，
[00:56:54] 能够让我们预防为主的健康理念呢？
[00:56:57] 落到实处。
[00:56:58] 最后，
[00:56:58] 对大健康有好处也就可以了，
[00:57:00] 觉得可以过的话就给老师打个过一两句话就把它写完了。
[00:57:05] 非常简单啊，
[00:57:06] 会了就不难，
[00:57:07] 难了咱就不会好吧，
[00:57:09] 就是它基本上就是绕来绕去，
[00:57:12] 绕来绕去，
[00:57:12] 但是实际上没有大家想象的那么难。
[00:57:16] 大家把它搞定也就可以了好吧，
[00:57:18] 大家把它搞定也就可以了，
[00:57:20] 好了，
[00:57:20] 咱们再带着大家往下走啊，
[00:57:22] 大家来看一下第二个分论点，
[00:57:24] 应该怎么把它搞定？
[00:57:26] 第二个分类点的话呢，
[00:57:28] 它是在说大健康的，
[00:57:30] 如何去统领小切口，
[00:57:32] 这是一个啊点的对策，
[00:57:34] 这是一个面的对策。
[00:57:36] 拿到这个我不会写了，
[00:57:38] 请问大家一下应该怎么办？
[00:57:40] 还是四句话，
[00:57:41] 第一句话要写名言警句。
[00:57:43] 第二句话要写影响，
[00:57:45] 第三句话要写对策或者是例子，
[00:57:48] 第四句话要写回扣一下我们的分论点，
[00:57:53] 一共200字四句话。
[00:57:55] 一共就是50个字，
[00:57:56] 一句话一到两五十个字，
[00:57:58] 一个点啊，
[00:57:59] 其中呢，
[00:58:00] 每个点呢，
[00:58:00] 写到两到三句话，
[00:58:02] 两句话足够用了哈，
[00:58:04] 25个字就是一行嘛？
[00:58:06] 一共就是一个点呢，
[00:58:07] 写个两行哎，
[00:58:08] 完全就够用好吧，
[00:58:09] 200字也就是八行，
[00:58:11] 其实非常容易凑字数，
[00:58:12] 但是这个题目我就问大家一下。
[00:58:15] 你觉得就是对于我们来说，
[00:58:17] 我真的就想不到名言警句了，
[00:58:19] 咱就别再写了，
[00:58:20] 可以吧？
[00:58:20] 完全没有问题吧？
[00:58:22] 所以我要写一下影响。
[00:58:23] 请问大家一下，
[00:58:25] 这个影响我要写的是谁的影响？
[00:58:28] 我要写哪个词对谁有影响吧，
[00:58:31] 那么我可以直接写大健康的影响吧，
[00:58:34] 大健康对于谁啊，
[00:58:36] 对于政府有影响吧？
[00:58:38] 啊，
[00:58:39] 体现了政府。
[00:58:41] 怎么样啊？
[00:58:42] 服务型政府的理念，
[00:58:44] 大家觉得行吗？
[00:58:45] 体现了服务型政府的理念，
[00:58:48] 大家觉得可以吧？
[00:58:49] 好了，
[00:58:50] 那么接着大健康对于居民呢，
[00:58:52] 有什么好处？
[00:58:54] 对于群众有什么好处？
[00:58:56] 大健康对于群众呢，
[00:58:58] 也能够。
[00:58:59] 让群众的话呢，
[00:59:00] 怎么样更好的哎，
[00:59:02] 就是啊，
[00:59:03] 保障群众的啊，
[00:59:04] 这种身心健康也是可以的。
[00:59:07] 但是这是一个正面的论述，
[00:59:09] 我问大家一下，
[00:59:10] 如果你觉得单调，
[00:59:11] 我们把它写成一个反面的论述，
[00:59:14] 你觉得行不？
[00:59:15] 你觉得行的话，
[00:59:16] 给老师打个机，
[00:59:17] 你看啊，
[00:59:18] 你说大健康是小切口的，
[00:59:20] 就是系统的统领，
[00:59:22] 那如果缺了大健康。
[00:59:24] 小切口。
[00:59:25] 它就会容易出问题，
[00:59:27] 是不是就能够体现出大健康的作用啊？
[00:59:30] 所以你看我给大家写了一个叫。
[00:59:33] 缺少大健康。
[00:59:37] 缺少大健康，
[00:59:38] 我问大家一下，
[00:59:40] 你们觉得小切口会怎么样？
[00:59:43] 小切口会陷入到一个。
[00:59:46] 碎片化的。
[00:59:48] 治理困境，
[00:59:49] 我只要能够想到这样简单的一句话，
[00:59:52] 下面我就稍微的把它包装一下也就可以了，
[00:59:56] 你你既然说大健康是小接口的系统统领。
[01:00:00] 那如果说没有大健康的统领小切口的话呢，
[01:00:03] 就像羊一样，
[01:00:04] 找不到这个头羊，
[01:00:05] 就像狼一样，
[01:00:06] 找不到头狼也是出现了很大的问题，
[01:00:08] 你看我给大家写的这句话。
[01:00:10] 你觉得还可以不？
[01:00:12] 就是你既然说有大健康，
[01:00:14] 它就对于我们小小切口有统领作用，
[01:00:17] 我要论证它的辩证关系，
[01:00:19] 那我们能不能反过来就是？
[01:00:21] 就是没有大大健康，
[01:00:23] 我们小切口呢，
[01:00:24] 它容易陷入碎片化的困境呢，
[01:00:26] 你会发现是没有问题的，
[01:00:28] 它容易迷失方向呢，
[01:00:30] 都是可以的好吧。
[01:00:31] 好了，
[01:00:32] 也就把它给过了好了，
[01:00:34] 这个如果过了的话，
[01:00:36] 我下面没有话说了，
[01:00:37] 说完了影响之后没有话说了，
[01:00:40] 应该怎么办？
[01:00:41] 是不是可以去举例子？
[01:00:43] 举例子最重要的要说什么？
[01:00:45] 哪位同学可以告诉我？
[01:00:47] 举例子最重要的是要说主体。
[01:00:50] 对策还有什么主体对策？
[01:00:53] 还有一个是影响大家同意吧？
[01:00:56] 好了，
[01:00:56] 主体对策和影响。
[01:00:58] 那么我们找的这个主体和对策还有影响，
[01:01:02] 它应该是小切口的对策，
[01:01:04] 还是应该是大健康的对策？
[01:01:07] 哪位同学可以告诉我，
[01:01:09] 是不是应该是大健康统领的一个对策，
[01:01:12] 所以我们带着大家来看一下。
[01:01:15] 大健康统领的对策，
[01:01:17] 刚才中间有一个材料，
[01:01:19] 二材料，
[01:01:20] 二是在说的一个AR的心理健康的。
[01:01:24] 这个检测仪，
[01:01:25] 请问大家下就是你们觉得这个心理健康的检测仪，
[01:01:31] 它是。
[01:01:32] 小切口还是大健康，
[01:01:34] 是不是具体的一个点的对策都是属于小切口啊？
[01:01:39] 那么刚才我们读这一段的话，
[01:01:41] 我问大家一下，
[01:01:43] 这一段你觉得他是在说微观层面小切口的对策，
[01:01:47] 还是在说中观宏观层面大健康的对策？
[01:01:50] 就是最后这一段大概率是大健康的一个对策吧，
[01:01:55] 好了，
[01:01:55] 那我们稍微的把它改一下，
[01:01:58] 大家一起写主体。
[01:01:59] 一起写对策，
[01:02:01] 一起写影响。
[01:02:02] 好，
[01:02:03] 请问大家一下，
[01:02:04] 这个主体是指谁？
[01:02:06] 哪位同学可以直接告诉我这个主体是不是指的一个？
[01:02:12] 衢江区啊。
[01:02:14] 把它写下来，
[01:02:15] 然后衢江区在这里面，
[01:02:17] 它干什么事情的呢？
[01:02:19] 它的大健康是围绕什么方面呢？
[01:02:22] 是不是围绕着学生健康啊？
[01:02:25] 所以他干的对策，
[01:02:26] 大家一起写治理。
[01:02:29] 它的大健康在这个例子当中指的是治理青少年的什么健康，
[01:02:34] 我们刚才那个小题当中说的是身心健康，
[01:02:38] 但是这里面心理。
[01:02:39] 检测仪指的是身心健康当中的什么健康治理？
[01:02:45] 青少年。
[01:02:47] 心理。
[01:02:50] 健康一起把它写下来。
[01:02:53] 好了，
[01:02:53] 大家看这个心理检测仪，
[01:02:56] 它是指的一个小切口的对策，
[01:02:58] 所以我们加一个否定性的表述不止。
[01:03:02] 不止步于。
[01:03:04] 校园。
[01:03:08] AR心理。
[01:03:12] 检测仪。
[01:03:15] 一起把它搞定。
[01:03:17] 心理检测仪好吧，
[01:03:19] 然后大家再来想一下还有什么？
[01:03:22] 那么他还他主要干的大健康的对策是什么更？
[01:03:27] 整合大家一起把整合写下来，
[01:03:30] 这个里面不就是大健康的对策吗？
[01:03:33] 很简单啊，
[01:03:34] 更整合。
[01:03:35] 整合什么？
[01:03:36] 市区。
[01:03:38] 两节。
[01:03:42] 专家。
[01:03:45] 专家。
[01:03:48] 智囊团，
[01:03:49] 我们把智囊团写成一个智库。
[01:03:52] 哎，
[01:03:52] 稍微改写一下，
[01:03:54] 还有干了什么事情，
[01:03:55] 大健康的对策，
[01:03:56] 还有什么事情，
[01:03:58] 还有这些部门呢，
[01:03:59] 就是协同起来，
[01:04:00] 协同大家想到一个动词。
[01:04:02] 是不是就是在说联动啊？
[01:04:05] 教育。
[01:04:06] 还有什么？
[01:04:08] 政法。
[01:04:10] 还有什么？
[01:04:12] 还有未见。
[01:04:15] 等部门。
[01:04:19] 然后最终产生一个什么结果。
[01:04:22] 叫做组成互新联盟领导小组。
[01:04:27] 组成互新联盟领导小组。
[01:04:31] 好了，
[01:04:31] 问大家一下，
[01:04:32] 最终它能产生什么影响？
[01:04:35] 最终的话呢，
[01:04:36] 他就讲。
[01:04:36] 单点的检测。
[01:04:40] 你看原来检测仪不就是一个单点的检测吗？
[01:04:45] 最终呢，
[01:04:46] 形成全域协同的防护体系。
[01:04:48] 全域协同的形成了一个体系，
[01:04:51] 大家能够有防护体系，
[01:04:53] 这种表述都是可以的啊，
[01:04:56] 或者你就你这句话不会写，
[01:04:58] 你就写构建了健康发展的新格局。
[01:05:02] 共创的建构建了健康管理的新格局，
[01:05:05] 共创了健康管理的新新未来，
[01:05:07] 然后呢，
[01:05:08] 弱化了健康管理的美好蓝图。
[01:05:10] 我都不怪你。
[01:05:11] 好了，
[01:05:11] 大家来看一下我们的成型。
[01:05:14] 这是一个主体，
[01:05:16] 这是一个对策，
[01:05:17] 这是一个点的对策，
[01:05:19] 这是一个就说面的对策，
[01:05:22] 这是一个面的对策，
[01:05:24] 这是一个面的对策。
[01:05:26] 这是最终的一个影响。
[01:05:28] 这句话答案你随便怎么写，
[01:05:30] 我不管你到这能够看懂的话，
[01:05:32] 也就可以给老师打个过了。
[01:05:34] 好吧，
[01:05:35] 能够看懂的话给老师打个打个过，
[01:05:37] 你会发现就很简单啊，
[01:05:39] 是吧？
[01:05:39] 就大的对策就可以了。
[01:05:41] 好了，
[01:05:42] 那我问大家一下，
[01:05:43] 我们还有没有找到其他的？
[01:05:45] 大家看就是这个大爷，
[01:05:47] 刚才他干的一件事情是什么事情？
[01:05:50] 哪位同学可以告诉我是不是他这个时候这个大爷有什么病？
[01:05:55] 哪位同学可以告诉我？
[01:05:57] 各位，
[01:05:57] 这个大爷是不是有慢性病啊？
[01:06:01] 请问慢性病应该怎么写？
[01:06:03] 大家可以写一个问题。
[01:06:05] 这个问题你就直接写针对。
[01:06:09] 慢性病管理。
[01:06:11] 针对慢性病。
[01:06:15] 管理一起把它搞定，
[01:06:18] 针对慢性病管理。
[01:06:20] 一起把它写下来好了，
[01:06:22] 针对慢性病管理，
[01:06:24] 然后它的对策，
[01:06:25] 请问大家一下是在干什么？
[01:06:28] 针对慢性病管理，
[01:06:31] 大家看它是只治疗一次，
[01:06:34] 还是能够就是全周期健康管理？
[01:06:38] 全周期健康管理的反面是指什么？
[01:06:42] 全周期健康管理是指大健康还是指小切口？
[01:06:47] 哎，
[01:06:47] 大家认真琢磨一下。
[01:06:49] 全周期是大健康的对策还是小切口的对策？
[01:06:53] 全周期肯定是大健康嘛，
[01:06:56] 那么它反过来能够推出我们小切口的对策。
[01:07:00] 是不止。
[01:07:02] 与单次。
[01:07:06] 诊疗服务或者是短期诊疗服务，
[01:07:09] 大家用哪个都是可以的，
[01:07:11] 当然你没有这句话也是可以的。
[01:07:14] 然后呢，
[01:07:15] 而更依托。
[01:07:17] 更。
[01:07:19] 依托。
[01:07:20] 更依托什么，
[01:07:22] 我也不知道了，
[01:07:23] 各位，
[01:07:23] 我崩溃了，
[01:07:24] 这个时候我想着我刚才在这个里边。
[01:07:28] 请问大家一下，
[01:07:29] 这个里面的对策是在说小切口。
[01:07:33] 还是在说大健康，
[01:07:35] 哪位同学可以直接告诉我？
[01:07:38] 各位，
[01:07:38] 最后一段是不是在说大健康，
[01:07:42] 所以大家一起写对策更依托？
[01:07:46] 更依托更依托什么健康数据高铁。
[01:07:51] 健康高铁环，
[01:07:53] 它肯定是一个系统的数据。
[01:07:57] 高铁。
[01:08:01] OK，
[01:08:01] 那么贯通这些机构我就不再完全摘抄了，
[01:08:05] 就直接把它抄下来也就行了，
[01:08:09] 贯通这些机构。
[01:08:10] 然后最后产生了一个什么样的结果，
[01:08:13] 哪位同学可以直接告诉我，
[01:08:16] 那么你这个结果只要说的合情合理也就可以了，
[01:08:20] 我们刚才有一个。
[01:08:21] 全周期，
[01:08:22] 大家还记得吧？
[01:08:24] 全周期的链条。
[01:08:28] 全周期的链条，
[01:08:30] 大家看它在这个里边，
[01:08:32] 一会又是检查，
[01:08:34] 一会就是上传数据，
[01:08:36] 一会就是同步平台，
[01:08:38] 一会又是开处方。
[01:08:40] 一会又是送药，
[01:08:41] 各位简单吗？
[01:08:42] 这些东西我们大家下应该怎么办？
[01:08:46] 你就想想，
[01:08:47] 如果。
[01:08:47] 有个人是赵大爷，
[01:08:49] 他基本上要看病，
[01:08:50] 最重要的第一个要干什么？
[01:08:52] 串联起。
[01:08:55] 初二年起要看病的话，
[01:08:58] 第一个是叫什么上门诊疗？
[01:09:02] 上门诊疗。
[01:09:04] 还有一个是什么叫做家庭病床实施监测？
[01:09:09] 家庭病床实时监测，
[01:09:11] 还有一个什么还要要配送要开处方叫做怎么样叫？
[01:09:17] 远程。
[01:09:19] 处方配送。
[01:09:21] 处方配送。
[01:09:23] 哎呀，
[01:09:24] 随便写几句好了，
[01:09:26] 还有什么还有一个长期健康随访长期。
[01:09:31] 健康随访。
[01:09:33] 的全周期链条都是可以的，
[01:09:35] 但是如果大家后面这个影响不会写，
[01:09:38] 请问大家下应该怎么办？
[01:09:41] 大家看啊，
[01:09:41] 这是一个问题，
[01:09:43] 这是一个对策，
[01:09:44] 这是对策直接摘抄的，
[01:09:46] 但是后面这句话我不会写，
[01:09:48] 请问一下怎么办？
[01:09:49] 我不会写的话，
[01:09:51] 请问大家下这句话我就不写行吗？
[01:09:54] 这句话我就不写行吗？
[01:09:56] 行不？
[01:09:57] 我就直接把它写成一个构建起全周期链条，
[01:10:02] 你们觉得行吗？
[01:10:04] 或者我就直接把它写成一个弱化全周期啊呃医疗链条去服务行不行？
[01:10:11] 各位都是可以的，
[01:10:13] 我再给大家说一下，
[01:10:14] 到了大层随便写这个全周期链条是材料当中直接给的，
[01:10:19] 然后最后我们要进行一个回扣，
[01:10:22] 我们的分论点。
[01:10:23] 怎么回扣？
[01:10:24] 哪位同学可以告诉我第一个增加句子。
[01:10:28] 第二个改写句子，
[01:10:29] 第三个调换顺序好了，
[01:10:32] 大家来看一下，
[01:10:33] 就是大健康，
[01:10:34] 也就是大健康的全局视野。
[01:10:37] 那么这个时候怎么样呃？
[01:10:39] 让我们小切口呢，
[01:10:41] 能够统领，
[01:10:42] 也就是把我们这些便民措施呢，
[01:10:45] 串联起我们啊，
[01:10:46] 服务网络，
[01:10:47] 最后呢，
[01:10:48] 形成合力，
[01:10:49] 也就是。
[01:10:50] 整体跃迁随便写啊，
[01:10:51] 这就不会写，
[01:10:52] 共创美好未来，
[01:10:54] 不会写构建治理新发展新格局，
[01:10:56] 不会写爆发健康治理新格新新格局，
[01:10:59] 不会写开创健康治理新局面，
[01:11:02] 不会写。
[01:11:03] 开创啊呃呃善呃健康治理，
[01:11:05] 善管善治新局面都是可以的，
[01:11:07] 只要大家能够说的合情合理就行。
[01:11:10] 现在听懂了吗？
[01:11:12] 听懂了吗？
[01:11:13] 不就是属于字数吗？
[01:11:14] 这个大家可以觉得过的话就给老师切个过，
[01:11:17] 我们也就把它过了好吧？
[01:11:19] OK，
[01:11:19] 再带着大家看一下最后一个分论点，
[01:11:23] 最后一个分论点，
[01:11:24] 先问大家一下，
[01:11:26] 这个是在讲什么？
[01:11:27] 哪位同学可以告诉我？
[01:11:29] 最后一个分论点，
[01:11:31] 如果在考试的时候不会写的话，
[01:11:33] 我问大家一下，
[01:11:34] 教的你们一个绝招是什么绝招？
[01:11:36] 哪位同学可以告诉我？
[01:11:38] 直接给我上这个模板行不行？
[01:11:41] 在当今社会快速发展的浪潮当中，
[01:11:43] 然后呢，
[01:11:44] 小切口与大健康似乎成了两个截然不同的概念，
[01:11:48] 但是小切口与大健康是对立关系还是统一关系？
[01:11:52] 是只能孤立割裂，
[01:11:53] 还是相互融合促进，
[01:11:55] 然后呢，
[01:11:56] 小切口可以怎么样？
[01:11:57] 是大健康的，
[01:11:58] 具体的落脚点，
[01:12:00] 大健康呢，
[01:12:00] 可以为小切口更好的指明方向。
[01:12:03] 这句话我们提供了一个独特的视角来看待小切口与大健康之间的啊，
[01:12:08] 就是相互影响和共生关系，
[01:12:10] 即我们应该认识到小切口与大健康啊，
[01:12:13] 虽然有区别，
[01:12:13] 但是两者。
[01:12:14] 并不冲突，
[01:12:15] 相辅相成，
[01:12:16] 相互统一的关系，
[01:12:17] 而且相得益彰啊，
[01:12:18] 双向帮助，
[01:12:19] 你可以直接加一点对策，
[01:12:20] 为此我们应该怎么怎么样，
[01:12:22] 听懂了吗？
[01:12:23] 但是我还是希望大家能够写成一个个性化的。
[01:12:26] 所以我们给大家来看一下，
[01:12:28] 我们是怎么给大家写的个性化，
[01:12:31] 大家看从这个地方到这个地方，
[01:12:33] 我是怎么能够想出来的？
[01:12:35] 从这个地方你会发现小切口大健康，
[01:12:38] 它是在说a对b的影响，
[01:12:41] 能够看懂的话，
[01:12:42] 给老师敲个一。
[01:12:44] 然后呢，
[01:12:44] 从这个地方到这个地方，
[01:12:47] 他是在说b对a的影响，
[01:12:49] 能够看懂的话，
[01:12:50] 给老师打个二。
[01:12:52] 各位大家看小切口为大健康呢，
[01:12:54] 它能够出就是注入鲜活的这种经验，
[01:12:58] 你一个个具体的对策就能够给我们提供实践的基础。
[01:13:03] 啊，
[01:13:03] 鲜活经验也行，
[01:13:04] 实践基础也行，
[01:13:05] 大健康的制度与数据底座又能够反向赋能更多的小微的场景，
[01:13:11] 你想想啊。
[01:13:11] 你收集的这些数据，
[01:13:13] 你你就给给我们能够提供经验，
[01:13:15] 然后我们把这些经验呢，
[01:13:17] 能够弄成了数字底座，
[01:13:19] 能够总结成制度，
[01:13:20] 反过来又能够更好的，
[01:13:22] 哎，
[01:13:22] 让你在基层的时候哦，
[01:13:23] 知道这个糖尿病。
[01:13:25] 然后呢？
[01:13:25] 原来是超标了的，
[01:13:26] 这这这个血糖原来是高了的，
[01:13:28] 原来是不正常的，
[01:13:30] 这多好啊，
[01:13:30] 大家现在能够听明白了吗？
[01:13:32] 好了，
[01:13:33] 说完了，
[01:13:33] 第一个影响之后没有话了，
[01:13:36] 应该怎么办？
[01:13:37] 那么第二个大家一起写就是举例子。
[01:13:40] OK，
[01:13:41] 举例子，
[01:13:41] 你随便材料当中哪个例子都可以论证，
[01:13:45] 这两者之间的关系，
[01:13:47] 请问大家下材料当中的例子？
[01:13:50] 基础筛查数据。
[01:13:52] 就是纳入学生档案是第一个例子吧，
[01:13:55] 还有那个赵大，
[01:13:56] 还有那个大伯慢病监测糖尿病，
[01:13:59] 还有很多人减重服务的数据。
[01:14:01] 纳入我们的电子健康档案吧，
[01:14:03] 你看这个就是小，
[01:14:05] 这个就是大，
[01:14:06] 这个就是小，
[01:14:07] 这个就是小，
[01:14:08] 这个就是大。
[01:14:09] 然后呢？
[01:14:10] 这个就是小，
[01:14:11] 这个就是一个大，
[01:14:12] 现在大家这个能够看懂吗？
[01:14:14] 能够看懂吗？
[01:14:15] 接着这个就是一个健康数据，
[01:14:17] 高铁健康医生，
[01:14:19] 这是一个大。
[01:14:20] 然后呢，
[01:14:21] 这就是一个小。
[01:14:22] 现在听懂了吗？
[01:14:24] 那么我这个例子就是反过来用我们的小例子。
[01:14:30] 最后形成了我们的大例子是吧？
[01:14:34] 然后呢？
[01:14:34] 大家我再给大家看一下啊，
[01:14:37] 这是小例子。
[01:14:39] 这是这是怎么说？
[01:14:40] 这是小切口的例子，
[01:14:42] 这是大健康的对策，
[01:14:44] 这是小切口的例子，
[01:14:45] 这是小切口的例子，
[01:14:47] 这是大健康的对策。
[01:14:49] 那么，
[01:14:49] 这是小切口的对策，
[01:14:51] 这是大健康的对策，
[01:14:52] 然后呢，
[01:14:53] 这是大健康的对策，
[01:14:55] 这是大健康的对策，
[01:14:56] 然后呢，
[01:14:57] 这是小切口的一个对策。
[01:14:59] 现在大家能够听明白了吗？
[01:15:01] 那么我还是要说a对b的影响，
[01:15:03] b对a的影响，
[01:15:05] 大家看这两个我是怎么给大家写的个性化的，
[01:15:08] 认真要看懂啊。
[01:15:09] 从这个地方到这个地方，
[01:15:11] 是在说a对b的影响。
[01:15:14] 是在说b对a的影响。
[01:15:16] 这里边是怎么来的？
[01:15:18] 我是用的规范的表述去说的。
[01:15:22] 好了，
[01:15:22] 然后从这个地方到。
[01:15:25] 这个地方大家看我还是在说a对b的影响，
[01:15:30] 同时也说了b对a的影响。
[01:15:33] 这是怎么来的？
[01:15:34] 这个里边我是用举例子的方式把它搞定的，
[01:15:37] 现在大家能够听懂了吗？
[01:15:39] 举例子的方式把它搞定了啊，
[01:15:41] 我是用举例子的方式把它搞定了。
[01:15:44] 好了，
[01:15:45] 再接着往下走啊，
[01:15:46] 这句话是点评，
[01:15:47] 你有也行，
[01:15:48] 没有也行，
[01:15:49] 那么最后一句话就是我们要回扣我们的。
[01:15:53] 分论点回扣，
[01:15:54] 我们的分论点增加句子回扣，
[01:15:57] 我们的分论点改写句子回扣，
[01:15:59] 我们的分论点调整一下顺序。
[01:16:01] 那么二就是二者双向赋能，
[01:16:04] 双向赋能，
[01:16:05] 也就是我们小切口要干什么事情，
[01:16:08] 要不断创新方法，
[01:16:10] 你不断的研究各种小的这种哎，
[01:16:13] 小切口的方法。
[01:16:14] 然后呢？
[01:16:15] 另外大健康也要赋能，
[01:16:16] 大健康也要干对策，
[01:16:18] 大健康要干这些对策，
[01:16:19] 你要把这些大健康要把这些小切口的对策吸纳过来。
[01:16:24] 然后呢，
[01:16:24] 还要接受别人的反馈，
[01:16:26] 想几个也就可以了，
[01:16:27] 然后持续推动健康底座向社区下沉扩容，
[01:16:30] 这是一个影响，
[01:16:31] 然后呢，
[01:16:32] 让更多接地气的小微探索接受健康体系。
[01:16:35] 形成良性生态就可以了，
[01:16:37] 最后这句话不唯一，
[01:16:39] 我问大家一下，
[01:16:40] 如果在考试的时候就是从这。
[01:16:42] 然后呢啊，
[01:16:43] 比如说从这到这，
[01:16:44] 我真的就想不出来这句话，
[01:16:47] 我用其他的词换可不可以？
[01:16:49] 我能不能写出一个叫深入一线？
[01:16:51] 大家觉得可以吗？
[01:16:53] 我能不能写出一个叫深入群众，
[01:16:56] 我能不能随便编几句好，
[01:16:58] 我能不能再写再来一个叫深入什么？
[01:17:01] 哪位同学可以告诉我，
[01:17:03] 我能不能再随便加一句深入基层，
[01:17:06] 只要我说的合情合理就行，
[01:17:08] 我就随便喷好吧，
[01:17:09] 我能不能再加几句？
[01:17:10] 叫面对面的。
[01:17:13] 研究问题，
[01:17:14] 大家觉得行吗？
[01:17:15] 面对面的研究问题，
[01:17:17] 大家觉得行吗？
[01:17:18] 你就加几句万能的好了，
[01:17:20] 除了这句话，
[01:17:21] 还有什么面对面的部署指导工作？
[01:17:24] 大家觉得行吗？
[01:17:25] 面对面的。
[01:17:27] 叫做部署指导工作。
[01:17:31] 好，
[01:17:31] 还有什么问题？
[01:17:33] 还有什么大家告诉我，
[01:17:35] 面对面的部署指导工作。
[01:17:38] 还有一个叫面对面的，
[01:17:40] 随便换几句万能的面对面的叫什么解决问题，
[01:17:45] 大家觉得行不行？
[01:17:47] 解决问题，
[01:17:48] 大家行了好了，
[01:17:49] 但是呢，
[01:17:50] 我发现我这几个好像比较万能和小和大哎，
[01:17:54] 就是串不起来怎么办？
[01:17:56] 啊，
[01:17:56] 不要着急。
[01:17:57] 咱们的话呢，
[01:17:59] 随便把小和大把它将。
[01:18:02] 在这个时候，
[01:18:04] 把小和大塞进来，
[01:18:06] 将小切口与大健康。
[01:18:11] 实现。
[01:18:13] 良性互动。
[01:18:15] 实现良性互动，
[01:18:17] 大家觉得行不行？
[01:18:19] 然后呢？
[01:18:19] 最后这句话哎，
[01:18:21] 我想不出来怎么办来？
[01:18:23] 想一句万能的。
[01:18:24] 共创。
[01:18:27] 健康。
[01:18:31] 啊，
[01:18:32] 别说构创了就构建。
[01:18:35] 健康治理。
[01:18:39] 新格局，
[01:18:40] 我就问大家一下，
[01:18:41] 你们觉得可以不？
[01:18:43] 可以的话就给老师打个过，
[01:18:45] 各位只要你能够说的合情合理就行，
