[00:00:00] 那是每一天刚好可以更从容，
[00:54:00] 它有一个什么样的影响？
[00:54:02] 第三个分论点啊a和b要良性互动也就可以了。
[00:54:06] 现在大家觉得可以过的话，
[00:54:08] 给老师打飞机，
[00:54:09] 那我问大家一下这句话，
[00:54:11] 后面我要想加一个总的影响，
[00:54:13] 你们觉得可以不？
[00:54:14] 假如说不加这句话，
[00:54:16] 我就直接写一个总的，
[00:54:18] 影响哪位同学口袋里储备的。
[00:54:21] 好的，
[00:54:22] 万能的影响大家一起写推动。
[00:54:27] 啊，
[00:54:27] 这种经济社会。
[00:54:33] 高质量发展。
[00:54:35] 推动国家社会高质量发展都是可以的。
[00:54:39] 好了，
[00:54:39] 除了这句话，
[00:54:40] 大家还能想到什么推动高质量发展？
[00:54:43] 我下面再写一个。
[00:54:45] 构建。
[00:54:46] 发展。
[00:54:48] 新格局一起把它搞定，
[00:54:51] 构建发展新格局，
[00:54:53] 好了再来写一个叫什么？
[00:54:55] 推动高质量发展，
[00:54:57] 构建发展新格局，
[00:54:58] 还有一个叫什么？
[00:55:00] 不画美好蓝图。
[00:55:03] 薄化。
[00:55:05] 美好。
[00:55:08] 蓝图，
[00:55:08] 请问大家一下还有什么能再给我想一下共创？
[00:55:14] 美好未来。
[00:55:17] OK，
[00:55:17] 还有什么哪位同学再给老师写谱写发展新篇？
[00:55:24] 谱写。
[00:55:26] 发展。
[00:55:28] 新片或绘就什么什么新途径都是可以的啊，
[00:55:33] 就把它搞定了。
[00:55:35] OK，
[00:55:36] 好了，
[00:55:36] 那么我问大家一下单，
[00:55:39] 看这个题目，
[00:55:40] 请问他让我们以他为题为题就是为题目。
[00:55:45] 请问大家一下单单审一下这个题目，
[00:55:49] 它是单主题。
[00:55:50] 它是双主题，
[00:55:51] 它是多主题，
[00:55:53] 能不能告诉我一看就是双主题，
[00:55:56] 看完这个题目，
[00:55:58] 你觉得。
[00:55:59] 他是在说AB类，
[00:56:00] 还是在说ABC类？
[00:56:02] 能不能直接明确单看这个题目好像是AB类，
[00:56:06] 但是我们不清晰，
[00:56:08] 也结合材料。
[00:56:09] 看看红线和红利，
[00:56:10] 它到底是针对什么说的？
[00:56:13] 你会发现它是针对生态说的。
[00:56:16] 所以这个题目我们可以把它写成ABC，
[00:56:19] 写成ABC。
[00:56:20] 那么，
[00:56:21] 各位它的分论点应该是几个？
[00:56:24] 你第一个可以写成红线，
[00:56:27] 是建设美丽中国的基础。
[00:56:29] 红利可以更好的反哺美丽中国，
[00:56:33] 然后呢，
[00:56:33] 第三个我们要把红线和红利结合起来。
[00:56:38] 那么啊，
[00:56:38] 是呃，
[00:56:39] 就是统筹平衡好红线和红利，
[00:56:42] 助力美丽中国建设，
[00:56:43] 大家这三个分论点能够听懂的话就给老师打个三。
[00:56:48] 好吧，
[00:56:48] 这个c的话呢，
[00:56:50] 它就是指的美丽中国，
[00:56:52] 就是指的生态方面美丽中国，
[00:56:55] 但是我问大家一下，
[00:56:56] 这个题目有没有一点歧义？
[00:56:59] 如果单看题干的话，
[00:57:01] 它既然让我们写雨，
[00:57:03] 所以我们的分论点要把它写成红线，
[00:57:08] 对于红利。
[00:57:09] 有什么影响红利？
[00:57:11] 对于红线有什么影响？
[00:57:13] 对于红线有什么影响，
[00:57:15] 还有红利和红线结合起来。
[00:57:17] 对美丽中国有什么影响，
[00:57:20] 可不可以？
[00:57:21] 可以的话给老师打飞机。
[00:57:23] 不可以的话，
[00:57:24] 给老师打个二各位。
[00:57:26] 你会发现这种也是可以的，
[00:57:28] 好了，
[00:57:29] 这个题目就处于中间，
[00:57:31] 我要给大家做一个小结，
[00:57:33] 你会发现如果它是一个ABC类的题目。
[00:57:37] 我们最好要写成a对c的影响。
[00:57:40] b对c的影响。
[00:57:41] a+b结合起来对c的影响。
[00:57:44] 听懂了吗？
[00:57:45] 那么但是如果题干当中。
[00:57:47] 它有一个明确，
[00:57:49] 它有一个明确，
[00:57:50] 比如说它有一个雨，
[00:57:52] 这个雨呢，
[00:57:52] 不是非常明确，
[00:57:54] 但是又有那么一点点明确，
[00:57:56] 我也可以简单的写成。
[00:57:58] 红线对于红利的影响，
[00:58:00] 红利对于红线的影响，
[00:58:02] 以及把这两个结合起来怎么干？
[00:58:04] 现在大家觉得可以过的话，
[00:58:06] 就给老师打个过。
[00:58:08] 各位好了，
[00:58:09] 这三个这两组分论点我都给大家写好了，
[00:58:13] 大家看首先红线对红利的影响就是。
[00:58:17] 这是a对b的影响，
[00:58:19] 守住红线是追求红利的前提，
[00:58:22] 然后这个红利对红线的影响，
[00:58:24] 也就是追求红利。
[00:58:26] 是保住红线的啊，
[00:58:28] 追求红利是保住红线的，
[00:58:31] 什么追求红利是保住红线的才能更好的保住红线？
[00:58:36] 接着第三个要把a和b结合起来，
[00:58:39] 进行一个怎么干怎么干，
[00:58:42] 平衡它对于美丽中国有什么影响，
[00:58:45] 对于c的影响。
[00:58:46] 那么当然，
[00:58:47] 大家也可以直接按照我们的套路a对c的影响b对c的影响，
[00:58:53] 还有a+b。
[00:58:54] 结合起来对c频营销。
[00:58:56] 这个题目这两种写法都是可以的，
[00:59:00] 因为它题干当中，
[00:59:01] 它如果这个题干当中呢，
[00:59:04] 有一个雨，
[00:59:04] 所以呢，
[00:59:05] 它既可以写成AB。
[00:59:07] 也可以写成ABC，
[00:59:08] 现在大家可以觉过，
[00:59:10] 觉得可以过的话，
[00:59:11] 给老师打个过各位这个题目的话呢，
[00:59:15] 它就是处于两种都是可以的啊。
[00:59:18] 好了，
[00:59:18] 我再给大家做，
[00:59:19] 最后做一下小结啊，
[00:59:21] 我给大家做一下小结，
[00:59:22] 把双主题的咱们给大家集中做一下小结。
[00:59:26] 大家看啊，
[00:59:26] 就是在我们考试的时候呢，
[00:59:29] 你会发现我们拿到一个题目，
[00:59:31] 只要是双主题的，
[00:59:33] 请问一下他有？
[00:59:34] 几种考察模式，
[00:59:36] 双主题的，
[00:59:37] 它有两种考察模式，
[00:59:40] 一种是AB类，
[00:59:41] 一种是ABC类。
[00:59:43] 明白了吧，
[00:59:44] 那么你呢？
[00:59:44] 首先要看一下哦，
[00:59:46] 他如果是ABC，
[00:59:47] 请问大家下还需一般来讲还需不需要看材料？
[00:59:51] 我们不把话说。
[00:59:52] 说的非常绝对，
[00:59:54] 如果ABC 1般来讲就不需要再去看材料了，
[00:59:58] 就不需要看材料了，
[01:00:00] 然后如果是ABC。
[01:00:01] 一般要把它写什么？
[01:00:03] 一般三个分论点是什么？
[01:00:05] 第一个分论点a对c的影响，
[01:00:07] 第二个分论点b对c的影响，
[01:00:09] 第三个分论点a+b结合起来。
[01:00:12] 对自己的影响，
[01:00:13] 现在这种最常见的情况，
[01:00:15] 能够听懂的话就给老师打个一。
[01:00:17] 啊，
[01:00:18] 最常见的情况，
[01:00:19] 能够听懂的话就给老师打个一好了也就过了，
[01:00:23] 但是呢，
[01:00:24] 它有的时候虽然是ABC，
[01:00:26] 比如说。
[01:00:27] 像传统还有与现代那个题目。
[01:00:32] 传统与现代那个题目，
[01:00:34] 我的妈呀，
[01:00:35] 传统与现代那个题目我也想写成，
[01:00:38] 他们明显指的是对于文化，
[01:00:40] 我也想写成前面这样，
[01:00:41] 但是不可以，
[01:00:42] 为什么？
[01:00:43] 因为题干当中这两句话已经给我们明确了，
[01:00:48] 所以这种情况就用原词。
[01:00:50] 还有一个原句。
[01:00:52] 现在听懂的话，
[01:00:53] 给老师打个过，
[01:00:55] 也就是这种情况，
[01:00:56] 我就直接写成a对b的影响，
[01:00:59] 然后呢b对c的影响。
[01:01:01] 还有一个a+b结合起来，
[01:01:03] 对c的影响听懂了吗？
[01:01:05] 就是因为题干当中说传统上现在更啊更加厚重，
[01:01:10] 现在让传统更加鲜活。
[01:01:12] 因为他已经给了我们这个分论点了，
[01:01:15] 我们前面的这两个就别再自己用a对cb对c了，
[01:01:18] 我们就直接由老老实实的用他题干当中的也就可以了。
[01:01:23] 好吧啊，
[01:01:23] 不是这是b对a啊b对a，
[01:01:26] 我写错了一个b对a oh my god oh my god，
[01:01:29] 你们是我的高的发色。
[01:01:31] sorry啊，
[01:01:32] sorry sorry apologize好吧，
[01:01:33] 各位同学们，
[01:01:35] 一定把它给我搞定啊，
[01:01:38] 就是如。
[01:01:39] 在ABC当中，
[01:01:41] 有的时候现代让传统更加鲜活，
[01:01:44] 传统让现代更加厚重。
[01:01:46] 我们明明知道它是在说文化文明。
[01:01:50] 他是在说ABC，
[01:01:51] 但是我们这个时候不要写成a对cb对c，
[01:01:56] 他题干当中既然已经写了现代对传统是啊，
[01:02:00] 比如说是鲜活传统对现代。
[01:02:03] 比如说是厚重，
[01:02:04] 我们就直接用它也就可以了，
[01:02:06] 现在听明白的话，
[01:02:07] 给老师打个二，
[01:02:08] 这是第二种考试的时候变形。
[01:02:11] 一共就有三种，
[01:02:12] 第三种变形，
[01:02:13] 各位大家知道要说什么？
[01:02:15] 第三种变形不是在这个影响上变形，
[01:02:19] 是在什么变形？
[01:02:20] 是在硬设施，
[01:02:22] 软服务是在对策上变形，
[01:02:25] 那么前面依然是在说硬设施对于。
[01:02:29] 社会治理的影响软服务对于社会治理的影响第三个，
[01:02:34] 请问要不要写成a+b结合起来怎么干？
[01:02:38] 不用第三个，
[01:02:39] 直接用题干当中的原词原句，
[01:02:42] 也就是离不开。
[01:02:43] 参与各方的相互成就。
[01:02:47] 大家把成就也就是原词原句打在评论区也就可以了，
[01:02:51] 一共只有这三种啊，
[01:02:53] 这些年所有的考试的类型我全部给你搞好了。
[01:02:57] 为什么要报袁东老师的课？
[01:02:59] 就是袁东老师的话呢？
[01:03:01] 就是把所有的可能性都给你准备好了，
[01:03:04] 哎，
[01:03:04] 这样的话呢，
[01:03:05] 你你要不然你自己做题，
[01:03:07] 你还能能够做那么多的题目。
[01:03:09] 好了，
[01:03:10] 接着来讲就是AB类，
[01:03:12] 请问AB类在考试的时候应该怎么干？
[01:03:16] 哪位同学能够告诉我AB类在考试的时候怎么干？
[01:03:20] 你就写成a对b的影响b对a的影响。
[01:03:24] 还有一个a+b结合起来，
[01:03:26] 它有什么影响？
[01:03:28] 现在听懂了吗？
[01:03:29] a+b结合起来，
[01:03:31] 它的影响。
[01:03:32] 各位，
[01:03:32] 大家看为什么这个题目会产生争议？
[01:03:36] 这个题目红线红利，
[01:03:38] 你会发现它是在说什么？
[01:03:40] 它是在说什么？
[01:03:42] 它是对应的c叫美丽中国，
[01:03:45] 它是在说美丽中国各位，
[01:03:47] 那么也就是它是一个ABC。
[01:03:50] ABC的话呢，
[01:03:51] 我当然直接用第一种红线对美丽中国的影响，
[01:03:54] 红利对美丽的中国的影响，
[01:03:57] 红线与红利对美丽中国的影响，
[01:03:59] 这种命题没有问题。
[01:04:01] 但是因为它题干当中有一个语，
[01:04:04] 所以我用原词原句，
[01:04:06] 我就直接写成红线，
[01:04:08] 对红利的影响，
[01:04:10] 红利对红线的影响。
[01:04:12] 还有一个红线与红利结合起来，
[01:04:14] 怎么干？
[01:04:15] 大家觉得可不可以？
[01:04:16] 可以的话给老师打个一，
[01:04:18] 不可以的话给老师打个二。
[01:04:20] 中国的命题，
[01:04:21] 中国的语言就是这样博大精深啊，
[01:04:25] 那么如果这个题目当中后面还给你加了一句话叫离不开。
[01:04:31] 参与各方的相互成就，
[01:04:33] 请问第三个分论点是用a+b结合起来对美丽中国的影响还是用？
[01:04:40] 题干当中的原词原句，
[01:04:43] 哪位同学可以告诉我是不是要用原词原句啊？
[01:04:48] 大家把这张思维导图，
[01:04:50] 这节课你给我自己画一遍。
[01:04:53] 然后打个卡，
[01:04:54] 大家觉得可以不？
[01:04:57] 你把这张思维导图自己画一遍，
[01:04:59] 打个卡行吗？
[01:05:00] 考试的时候如果超出东哥这个范畴，
[01:05:03] 我就全额给你们退费。
[01:05:05] 啊，
[01:05:05] 但是如果你不梳理的话，
[01:05:07] 考试的时候这种错了就满盘皆输了好吧，
[01:05:11] 满盘皆输了，
[01:05:12] 一定把它搞定好。
[01:05:13] 好吧，
[01:05:14] 好，
[01:05:14] 再接着给大家往下走，
[01:05:18] 接着给大家讲多主题。
[01:05:21] 如果单主题的分论点，
[01:05:23] 它直接可以双主题的分论点，
[01:05:26] 直接可以通过题干看出来。
[01:05:29] 有的时候需要结合材料那么多主题呢，
[01:05:32] 我们觉得可以来源于题干，
[01:05:34] 还可以来源于前面的客观题，
[01:05:36] 还可以来源于材料，
[01:05:38] 我们带着大家来看一下。
[01:05:40] 大家来看一下这个题目，
[01:05:43] 你们觉得认真审一下题，
[01:05:46] 它是单主题，
[01:05:47] 双主题还是多主题？
[01:05:49] 哪位同学可以直接帮老师看出来这个题目，
[01:05:53] 我来看一下梦想这个词，
[01:05:56] 创新这个词，
[01:05:57] 实干这个词。
[01:05:58] 这三个词，
[01:05:59] 请问大家一下，
[01:06:00] 它是同一个维度的还是不同的维度？
[01:06:03] 认真的琢磨一下是不是它是不同一个维度的？
[01:06:07] 那么，
[01:06:08] 所以我们也就出来了，
[01:06:10] 我们出来之后，
[01:06:11] 各位你的三个分论点，
[01:06:13] 我给大家写成了这样三种模式。
[01:06:16] 请问这种模式写出来的分论点是叫策论文还是叫正论文？
[01:06:22] 哪位同学可以告诉我？
[01:06:24] 你会发现这个是总论点，
[01:06:27] 这个是一个对策，
[01:06:28] 他就是在说一个策略文，
[01:06:31] 大家能够同意吗？
[01:06:32] 好，
[01:06:33] 大家来看一下。
[01:06:35] 梦想是激发活力的源泉，
[01:06:37] 创新是推动发展的动力，
[01:06:39] 实干是成就事业的关键。
[01:06:42] 请问这种文章叫什么文章？
[01:06:44] 它重要的是论证影响。
[01:06:46] 所以它叫正论文吧，
[01:06:48] 没问题吧？
[01:06:49] 好了，
[01:06:50] 大家看这个是总论点，
[01:06:52] 这个是对策。
[01:06:54] 这个是影响，
[01:06:55] 请问这种在考试的时候叫什么文章？
[01:06:58] 第三种叫议论文，
[01:07:00] 你只要记住了也就可以了啊。
[01:07:03] 那我问大家一下，
[01:07:04] 如果考试的时候他让我们写成议论文，
[01:07:07] 或者是一篇文章。
[01:07:09] 你觉得我们要写成第一种，
[01:07:11] 还是要写成第二种，
[01:07:13] 还是要写成第三种，
[01:07:16] 是不是要写成第三种啊？
[01:07:18] 啊，
[01:07:18] 第三种。
[01:07:20] 好，
[01:07:20] 大家来看一下这个题目，
[01:07:23] 抓紧时间告诉东哥，
[01:07:24] 这个题目是让我们写成一个单主题。
[01:07:28] 还是一个双主题，
[01:07:30] 还是一个多主题，
[01:07:32] 同学们认真的琢磨一下，
[01:07:35] 一看有准，
[01:07:36] 有想，
[01:07:37] 有久。
[01:07:38] 那毫无疑问，
[01:07:39] 它就是应该是一个多主题，
[01:07:41] 大家能够同意吧，
[01:07:43] 好了，
[01:07:43] 那么多主题，
[01:07:45] 这个时候。
[01:07:45] 我问大家一下多主题，
[01:07:47] 大家来看一下，
[01:07:49] 有的同学在考试的时候就写上了这一种，
[01:07:53] 但是最后没有能够得高分。
[01:07:55] 请问大家下，
[01:07:57] 他没有得高分，
[01:07:58] 是怪东哥吗？
[01:07:59] 各位写成这种，
[01:08:01] 你觉得行不？
[01:08:02] 各位多主题，
[01:08:03] 你想想你能写成这种，
[01:08:05] 别人也能够写成这种，
[01:08:07] 我觉得是不行的，
[01:08:08] 这只能拿一个最基础的分。
[01:08:11] 代表你没有跑题，
[01:08:12] 没有跑题，
[01:08:13] 也就是一个三等分。
[01:08:15] 但是你要想考上，
[01:08:17] 你要拿到二类文或者一类文才能够考上，
[01:08:21] 对吧？
[01:08:22] 为什么你只说了准想久？
[01:08:24] 你缺少一个润色，
[01:08:26] 大家把润色给老师拿出来，
[01:08:30] 你看啊，
[01:08:31] 这就是一个总论点。
[01:08:33] 这就是一个分论点的对策，
[01:08:35] 这就是一个总论点，
[01:08:37] 这就是分论点的对策，
[01:08:39] 多么的干巴巴啊，
[01:08:40] 一点意思都没有。
[01:08:42] 所以怎么润色？
[01:08:43] 我后面能不能加两个词？
[01:08:46] 如果我不加这两个词，
[01:08:48] 我要把这两个字换一下。
[01:08:51] 有没有同学能够给老师换一组你背的词，
[01:08:55] 我们就看看我们的同学有没有重复的各位认真的琢磨一下。
[01:09:00] 精度态度深度，
[01:09:01] 各位我问大家一下，
[01:09:04] 可以组什么？
[01:09:05] 我问大家一下，
[01:09:06] 要在准上。
[01:09:07] 谋突破。
[01:09:09] 看看可以不？
[01:09:11] 啊，
[01:09:11] 要在想上怎么样下功夫可以吧？
[01:09:16] 要在酒上见真章，
[01:09:19] 可以吧？
[01:09:20] 哎，
[01:09:20] 你可以发现完全是没有问题的，
[01:09:23] 但是我问大家一下，
[01:09:25] 如果我真的按照袁东老师说的。
[01:09:27] 把这个题目润色了，
[01:09:29] 我就一定能够得高分吗？
[01:09:32] 能够得的话，
[01:09:33] 给老师打个一不能够得的话，
[01:09:36] 给老师打个二，
[01:09:37] 各位，
[01:09:37] 我觉得还是不能的，
[01:09:39] 为什么？
[01:09:40] 因为这种多主题的，
[01:09:42] 往往需要大家去解释一下，
[01:09:45] 往往需要大家去把它解释出来，
[01:09:48] 你缺一个解释。
[01:09:50] 听懂了吗？
[01:09:51] 那么我问大家一下，
[01:09:53] 你觉得这个准这个想还有这个久在我们材料当中会不会出现？
[01:09:59] 原词原句，
[01:10:00] 它出现的概率是大还是小吧？
[01:10:02] 咱们也不说100%了，
[01:10:05] 它出现的概率是大还是小？
[01:10:07] 各位大概率会出现，
[01:10:09] 因为只有这样命题才不会产生争议，
[01:10:13] 否则的话打官司命题人就有可能输啊。
[01:10:17] 各位大家来看一下这个题目应该怎么把它搞定？
[01:10:21] 我们带着大家来看一下这个叫做准有没有同学能够在这篇材料当中直接看到准。
[01:10:29] 你要看不到，
[01:10:31] 不怪我，
[01:10:31] 这里面有一个精准。
[01:10:33] 好了，
[01:10:34] 那么这里面有一个精准，
[01:10:37] 这里面有一个响应，
[01:10:39] 这叫这个叫准。
[01:10:42] 这个叫想。
[01:10:44] 好了，
[01:10:45] 还有一个词叫什么？
[01:10:47] 哪位同学可以告诉我，
[01:10:49] 这个时候你就抓紧时间看，
[01:10:51] 还有一个叫。
[01:10:52] 九能够看懂的话就给老师打个一能够看懂的话就给老师打个一，
[01:10:59] 这就是准想九这三个词。
[01:11:02] 好吧，
[01:11:02] 所以我的分论点写成写到这儿，
[01:11:06] 虽然把它润色了，
[01:11:08] 但是依然是不够的。
[01:11:10] 我还需要把它给我进行一个解释，
[01:11:13] 好大家来看一下，
[01:11:15] 我问大家一下，
[01:11:16] 这个是叫总论点。
[01:11:19] 那么，
[01:11:19] 这一列请问大家一下是叫什么？
[01:11:22] 哪位同学可以告诉我？
[01:11:24] 你看啊，
[01:11:24] 从一个不及格的文章，
[01:11:26] 我慢慢给你拿成一类卷，
[01:11:28] 我是怎么拿的？
[01:11:29] 这个是一个对策，
[01:11:31] 并且把这个对策做了一个润色好了，
[01:11:34] 请问大家一下，
[01:11:35] 这一排是在讲哪个要素？
[01:11:38] 有没有同学能够看出来？
[01:11:40] 这一列是在讲哪个要素？
[01:11:42] 这一列是不是还是在讲对策？
[01:11:45] 这个对策是对前面这个对策的什么东西？
[01:11:48] 是不是对前面这个对策的解释，
[01:11:51] 还有一个说明啊，
[01:11:53] 那么最后这一列，
[01:11:54] 请问大家一下是在干什么？
[01:11:57] 是在干什么？
[01:11:58] 是不是说了一个影响啊？
[01:12:00] 因为人家让我们写成一个议论文，
[01:12:03] 人家让我们写成一个。
[01:12:06] 呃，
[01:12:06] 议论文人家让我们写成一个文章，
[01:12:09] 我们最好就要把它写成总论点加对策。
[01:12:13] 影响的模式，
[01:12:15] 现在听懂了吗？
[01:12:16] 但是这个题目的对策，
[01:12:18] 我们做了两点处理，
[01:12:20] 第一个前面一个对策，
[01:12:22] 我们要把题干当中的词。
[01:12:24] 搞定，
[01:12:25] 并且呢，
[01:12:25] 把题干当中的词做润色，
[01:12:28] 第二个呢，
[01:12:30] 我们需要从材料当中。
[01:12:32] 把这个对策给我找出来，
[01:12:35] 做一个相应的解释，
[01:12:37] 还有一个说明，
[01:12:38] 这样就能够实现题干和材料的完美结合。
[01:12:43] 就能够题干是大王。
[01:12:46] 大家把题干是大王，
[01:12:48] 材料是小王给老师打在评论区，
[01:12:51] 这样你两个合在一起就能够形成一个王炸。
[01:12:55] 你不赢谁赢啊，
[01:12:57] 现在听懂了吗？
[01:12:58] 有的同学说为什么多主题没加影响我，
[01:13:01] 这个不就是在说影响吗？
[01:13:03] 注意听课好吗？
[01:13:04] 求求你了。
[01:13:05] 认真的看一下，
[01:13:06] 睁大你的眼睛好吗？
[01:13:08] 睁大你的眼睛啊，
[01:13:09] 一定要睁大好吧，
[01:13:11] 题干为王好了，
[01:13:12] 这个影响答案是不是唯一的？
[01:13:15] 不是唯一的合情合理也就可以了，
[01:13:18] 好吧好了，
[01:13:19] 再带着大家往下走。
[01:13:21] 大家来看一下这个题目，
[01:13:23] 认真的看一下题，
[01:13:25] 你觉得是单主题。
[01:13:27] 还是双主题，
[01:13:28] 还是多主题，
[01:13:29] 哪位同学可以告诉我是不是就是在说一个多主题啊？
[01:13:35] OK，
[01:13:35] 他让我们写成议论文，
[01:13:37] 议论文的话，
[01:13:38] 那我们这个答案一般要包含议论文的模式分论点，
[01:13:43] 它的模式是什么？
[01:13:44] 告诉我议论文分论点的模式应该是什么样子的？
[01:13:48] 哪位同学可以告诉我？
[01:13:50] 是不是就是在说总论点啊，
[01:13:52] 再加上一个对策，
[01:13:54] 再加上一个影响啊，
[01:13:55] 现在同意吗？
[01:13:57] 有什么有的同学说为什么双主题没有写总论点的形式？
[01:14:02] 双主题和单主题多主题不一样，
[01:14:04] 双主题是需要写成a对c的影响。
[01:14:07] b对c的影响。
[01:14:08] a+b结合起来，
[01:14:09] 对于c的影响。
[01:14:11] 你就直接背，
[01:14:12] 不用你理解。
[01:14:13] 那么这个时候总论点，
[01:14:15] 我们就把它找出来了，
[01:14:17] 请问大家一下这个新这个新这个新，
[01:14:20] 你觉得材料当中大概率会有？
[01:14:22] 还是小概率会有同学们认真的琢磨一下，
[01:14:26] 我给你提出的这个问题，
[01:14:28] 你觉得这个心是大概率有还是小概率有？
[01:14:32] 各位，
[01:14:32] 我觉得是大概率有好了，
[01:14:34] 我们来看一下这个题目应该怎么把它搞定？
[01:14:37] 有没有同学在这个材料当中？
[01:14:40] 你看不出来，
[01:14:41] 我不怪你啊。
[01:14:41] 有没有同学看到这个心路的心？
[01:14:44] 有没有同学看到这个艰辛的辛？
[01:14:48] 好了，
[01:14:48] 再带着大家往下走，
[01:14:50] 那么我问大家一下，
[01:14:52] 如果是这个艰辛的话，
[01:14:54] 我们要把它变成一个对策。
[01:14:57] 大家觉得应该变成哪一个对策？
[01:15:00] 哪位同学可以直接告诉我，
[01:15:03] 如果把它变成一个对策，
[01:15:05] 你觉得应该把它变成一个。
[01:15:08] 什么样的对策艰辛？
[01:15:10] 你对于艰辛前面加一个动词，
[01:15:13] 我觉得就是不畏。
[01:15:15] 艰辛一起把它搞定，
[01:15:17] 不畏艰辛，
[01:15:18] 好吧，
[01:15:18] 也就可以了，
[01:15:20] 好了，
[01:15:20] 那么这个新路和我们题干当中的新路是一样的，
[01:15:25] 我们就。
[01:15:26] 没有办法解释，
[01:15:27] 所以暂时不要出点，
[01:15:28] 先不要着急，
[01:15:29] 再看看还有没有新？
[01:15:31] 大家来看一下，
[01:15:33] 这个时候你会发现散了的人心，
[01:15:36] 请问散了的人心是代表哪一个要素？
[01:15:39] 有哪位同学可以直接告诉我？
[01:15:42] 散了的人心是代表哪个要素？
[01:15:45] 是代表一个问题，
[01:15:47] 要把这个问题变成对策的话。
[01:15:50] 应该用什么样的方法把它变成对策，
[01:15:54] 在前面的小题当中，
[01:15:56] 我们给大家讲过。
[01:15:57] 那么，
[01:15:58] 变成对策是不是要进行一个反推？
[01:16:01] 面对散了的人心，
[01:16:02] 我们应该怎么反推才能够变成对策？
[01:16:06] 是不是加一个类似的凝聚也就可以了，
[01:16:10] 也就是我们的对策叫凝聚人心。
[01:16:13] 好了，
[01:16:14] 大家再来看一下前面还有没有呢？
[01:16:18] 还有一个新，
[01:16:19] 这个新也出现了。
[01:16:21] 请问这个心，
[01:16:22] 如果把它变成一个对策，
[01:16:25] 你觉得它是指的哪一个对策？
[01:16:27] 是不是就是代表一个？
[01:16:30] 创新呀。
[01:16:32] 大家同意吗？
[01:16:33] 那凝聚人心，
[01:16:34] 我们可以写四个字，
[01:16:36] 创新方法，
[01:16:37] 或者写成一个勇于创新都是可以的啊，
[01:16:40] 你用前面后面都可以，
[01:16:43] 我只要看到创新。
[01:16:44] 也就可以了，
[01:16:45] 这三个字都解释完了，
[01:16:47] 我就出来了，
[01:16:48] 大家看这个，
[01:16:49] 请问一下是在说什么？
[01:16:51] 是不是在说一个总论点啊？
[01:16:54] 好了，
[01:16:55] 这一排是在说哪个要素？
[01:16:57] 同学们，
[01:16:58] 这一排是不是在说分论点的对策一啊？
[01:17:02] 好了，
[01:17:02] 这一排是在说哪个要素？
[01:17:05] 这一排是不是在说分论点的对策二啊？
[01:17:09] 那么最后一排是在说什么？
[01:17:12] 是不是就是我们的这件事情产生的一个影响啊？
[01:17:16] 那么这个分论点的对策一。
[01:17:19] 是不是就是从题干当中把这个心心心三个字得出来的题干是个大王吗？
[01:17:25] 这个分论点的对策案是不是从题干当中直接给我们找，
[01:17:30] 从材料当中给我们找出来的？
[01:17:32] 关于这个新信息的解释啊。
[01:17:34] 材料是小王吧，
[01:17:36] 这两个一起形成了一个王炸，
[01:17:39] 大家现在能够听懂的话，
[01:17:41] 给老师打个过。
[01:17:43] 这个题目要写中间点吗？
[01:17:45] 我看不懂你在说什么哈，
[01:17:47] 写什么中间点啊？
[01:17:49] 各位能够听懂了吧？
[01:17:50] 记住了哈。
[01:17:51] 多主题的，
[01:17:52] 他觉很多时候有可能需要你把这三个字从材料当中进行定位，
[01:17:59] 然后再加上一个解释。
[01:18:02] 才是可以的啊，
[01:18:03] 好了，
[01:18:04] 我问大家一下，
[01:18:05] 小点点这个题目，
[01:18:07] 中间题干当中给了我们点，
[01:18:10] 人家让你为题，
[01:18:11] 你就。
[01:18:12] 把这个点也抄上去，
[01:18:13] 如果没有给你，
[01:18:15] 这个点是你自己的标题，
[01:18:17] 你可以写点，
[01:18:18] 也可以不写点，
[01:18:19] 就是这个意思行吗？
[01:18:21] 好啊，
[01:18:21] 你不要问我多主题的结尾，
[01:18:23] 多主题的结尾呢，
[01:18:25] 后期会给大家讲的，
[01:18:27] 别着急，
[01:18:27] 好了再接着往下走。
[01:18:30] 啊，
[01:18:30] 这节课呢，
[01:18:31] 也就给大家总结到这了，
[01:18:33] 现在大家能够过的话，
[01:18:35] 就给老师打个过各位，
[01:18:37] 我们的分论点，
[01:18:38] 一共给大家讲了三种啊。
[01:18:41] 第一种的话呢，
[01:18:42] 就是单主题的，
[01:18:43] 第二种的话呢，
[01:18:44] 就是双主题的，
[01:18:46] 双主题这节课留个作业，
[01:18:48] 你一定把思维导图自己给我画一下。
[01:18:51] 各位打在评论区说不画是小狗狗，
[01:18:54] 因为双主题，
[01:18:55] 现在考的概率非常大，
[01:18:57] 绝大你们现在听我课的至少有50%的同学。
[01:19:02] 会遇到双主题，
[01:19:03] 我会把所有的素材都给你准备好，
[01:19:05] 你到时候把它背下来，
[01:19:06] 拿不到议论文，
[01:19:07] 你可以直接来骂我，
[01:19:09] 但是如果你没背，
[01:19:10] 没准备考试的时候看到这个，
[01:19:12] 你会非常的后悔的。
[01:19:13] 好了，
[01:19:14] 多主题，
[01:19:15] 请问大家一下。
[01:19:17] 最重要的是干什么多主题，
[01:19:19] 其实你找出三个分论点不难，
